"item_id","item","agg1","agg2","unidades_30d","precio_prom_brl","expansion"
"5507632884","Voltímetro + Marcador De Temperatura Automotivo Profissional","Acessórios para Veículos","Aces. de Carros e Caminhonetes","1097","46","Tier 2 — llevaría a 15.000 items"
"4976029620","Capa De Cobrir Carro Cobrecar Parcialmente Forrada - G Preto","Acessórios para Veículos","Aces. de Carros e Caminhonetes","1080","50","Tier 2 — llevaría a 15.000 items"
"3789764022","Kit Remendo Metal 60 Reparos +maleta Macarrão Pneu Carro Mot","Acessórios para Veículos","Aces. de Carros e Caminhonetes","1043","62","Tier 2 — llevaría a 15.000 items"
"3946528893","Kit Reparo Pneus 25 Remendo Macarrão Carro Moto Sem Câmara","Acessórios para Veículos","Aces. de Carros e Caminhonetes","1000","28","Tier 2 — llevaría a 15.000 items"
"4312415423","Porta Copo Automotivo Regulável Com Suporte Para Latas E Gar Preto","Acessórios para Veículos","Aces. de Carros e Caminhonetes","978","20","Tier 2 — llevaría a 15.000 items"
"3873348053","Kit Tomada Alumínio Engate Cromada 6 Polo Reboque Carretinha","Acessórios para Veículos","Aces. de Carros e Caminhonetes","954","49","Tier 2 — llevaría a 15.000 items"
"3841703169","Capa De Cobrir Carro Lycra Tecido Proteção Sol Poeira Riscos","Acessórios para Veículos","Aces. de Carros e Caminhonetes","948","152","Tier 2 — llevaría a 15.000 items"
"4215061787","Kit 2 Suporte Tag Pedágio, Sem Parar - Carro Para-brisa Transparente","Acessórios para Veículos","Aces. de Carros e Caminhonetes","937","29","Tier 2 — llevaría a 15.000 items"
"5542254222","Capa Protetora Para Carro Lona Grossa Proteção Forrada","Acessórios para Veículos","Aces. de Carros e Caminhonetes","918","50","Tier 2 — llevaría a 15.000 items"
"3982132355","Câmera Ré Frontal Olho Peixe 180ºgraus Automotiva Ônibus Van","Acessórios para Veículos","Aces. de Carros e Caminhonetes","917","26","Tier 2 — llevaría a 15.000 items"
"3444263355","Munheca Para Reboque De Carretinha Trailer Jetsky 2500kg","Acessórios para Veículos","Aces. de Carros e Caminhonetes","889","108","Tier 2 — llevaría a 15.000 items"
"4537699376","Jg 4 Calotas Tampa Roda Ferro Vw Aro 13 14 15 Amarok 4 Furos Preto","Acessórios para Veículos","Aces. de Carros e Caminhonetes","880","26","Tier 2 — llevaría a 15.000 items"
"3810259889","Kit Tomada Fêmea Cromada E Plug Macho Cromado Para Engate","Acessórios para Veículos","Aces. de Carros e Caminhonetes","864","28","Tier 2 — llevaría a 15.000 items"
"4212899352","Kit Câmera De Ré Hd Visão Noturna + Visor Lcd 4.3 Polegadas","Acessórios para Veículos","Aces. de Carros e Caminhonetes","851","101","Tier 2 — llevaría a 15.000 items"
"1963433381","Munheca Carretinha, Reboque Padrão Karmann Ghia 2.500kg","Acessórios para Veículos","Aces. de Carros e Caminhonetes","841","112","Tier 2 — llevaría a 15.000 items"
"3920443921","Bateria Lítio Skyrich Lix7l Para Honda Yamaha Ktm Crf 7ah","Acessórios para Veículos","Aces. de Motos e Quadriciclos","1088","194","Tier 2 — llevaría a 15.000 items"
"5760489408","Tsf | Viseira Cristal Ls2 Ff358 Fw3 Gt Gtn Gtx Kit Reparo. Transparente","Acessórios para Veículos","Aces. de Motos e Quadriciclos","1087","52","Tier 2 — llevaría a 15.000 items"
"4655036718","Luva Moto Motoqueiro Impermeável Térmica Inverno Frio Touch Preto Único - M Ao Gg","Acessórios para Veículos","Aces. de Motos e Quadriciclos","1084","27","Tier 2 — llevaría a 15.000 items"
"2108086348","Capa Pra Moto Térmica Protetora Sol Chuva Impermeável","Acessórios para Veículos","Aces. de Motos e Quadriciclos","1077","59","Tier 2 — llevaría a 15.000 items"
"4171897735","Fone De Ouvido Comunicador Sem Fio Para Capacete Pholex","Acessórios para Veículos","Aces. de Motos e Quadriciclos","1071","29","Tier 2 — llevaría a 15.000 items"
"1322379505","Luva X11 Masculina Blackout 2 Touch Verão Moto Motociclista","Acessórios para Veículos","Aces. de Motos e Quadriciclos","1065","95","Tier 2 — llevaría a 15.000 items"
"5290948410","Capa Para Moto Forrada Lmpermeável Térmicasol Chuva","Acessórios para Veículos","Aces. de Motos e Quadriciclos","1054","61","Tier 2 — llevaría a 15.000 items"
"2715884071","Corda Elástico 2 Metros Bagageiro Moto Bike Kit 4 Und","Acessórios para Veículos","Aces. de Motos e Quadriciclos","1049","22","Tier 2 — llevaría a 15.000 items"
"5744170380","Capa De Chuva Motoqueiro Motoboy Moto Conjunto Impermeável  Preto E Rosa G - Feminino","Acessórios para Veículos","Aces. de Motos e Quadriciclos","1047","79","Tier 2 — llevaría a 15.000 items"
"4221446323","Cadeado Trava Segurança Cabo Pra Moto Bike Com Suporte Cor Preto Resistente","Acessórios para Veículos","Aces. de Motos e Quadriciclos","1022","20","Tier 2 — llevaría a 15.000 items"
"4567568661","Comunicador Capacete V6 Plus 2 Unidades / Par Bluetooth 5.0","Acessórios para Veículos","Aces. de Motos e Quadriciclos","1019","238","Tier 2 — llevaría a 15.000 items"
"1299441396","Capa De Chuva Motoqueiro Alba Europa Original-pronta Entrega","Acessórios para Veículos","Aces. de Motos e Quadriciclos","1011","186","Tier 2 — llevaría a 15.000 items"
"5060291290","Capa Para Moto Impermeável Térmica Uv - Sol E Chuva","Acessórios para Veículos","Aces. de Motos e Quadriciclos","1004","54","Tier 2 — llevaría a 15.000 items"
"4284957623","Capacete Moto Race Tech Signal Articulado Preto Fosco","Acessórios para Veículos","Aces. de Motos e Quadriciclos","997","450","Tier 2 — llevaría a 15.000 items"
"3872178173","Kit 2 Capa De Chuva Reforçada Pvc Transparente Resistente","Acessórios para Veículos","Aces. de Motos e Quadriciclos","997","34","Tier 2 — llevaría a 15.000 items"
"5275916318","Capacete Moto Fechado Masculino Viseira Fumê New Liberty 4","Acessórios para Veículos","Aces. de Motos e Quadriciclos","974","127","Tier 2 — llevaría a 15.000 items"
"2810703446","Capacete Aberto Pro Tork New Liberty 3","Acessórios para Veículos","Aces. de Motos e Quadriciclos","967","131","Tier 2 — llevaría a 15.000 items"
"4292067541","Viseira Capacete Axxis Asx Eagle Draken City Cristal Segment Transparente","Acessórios para Veículos","Aces. de Motos e Quadriciclos","966","48","Tier 2 — llevaría a 15.000 items"
"3961508557","Capacete Moto Pro Tork Fechado Viseira Fumê Street Promoção","Acessórios para Veículos","Aces. de Motos e Quadriciclos","954","151","Tier 2 — llevaría a 15.000 items"
"4566400785","Luva Moto Motoqueiro Impermeável Térmica Inverno Frio Touch Preto Único","Acessórios para Veículos","Aces. de Motos e Quadriciclos","931","23","Tier 2 — llevaría a 15.000 items"
"5744170372","Capa De Chuva Motoqueiro Motoboy Moto Conjunto Impermeável  Preto Capa-m","Acessórios para Veículos","Aces. de Motos e Quadriciclos","926","77","Tier 2 — llevaría a 15.000 items"
"4138723569","Polaina Fixa De Guidão Térmica E Impermeável Para Moto Preto Esquerdo/direito","Acessórios para Veículos","Aces. de Motos e Quadriciclos","922","35","Tier 2 — llevaría a 15.000 items"
"4445045781","Kit 4 Gancho De Parede Pendurar Capacete Boné Chaves Jaqueta","Acessórios para Veículos","Aces. de Motos e Quadriciclos","921","31","Tier 2 — llevaría a 15.000 items"
"4435616584","Capa Chuva Para Motoqueiro Impermeavel Pioneira Storm Combat","Acessórios para Veículos","Aces. de Motos e Quadriciclos","918","79","Tier 2 — llevaría a 15.000 items"
"3964493307","Capa Cobrir Moto Couro Protetora Sol Chuva Impermeável P M G","Acessórios para Veículos","Aces. de Motos e Quadriciclos","908","50","Tier 2 — llevaría a 15.000 items"
"4641720758","Rele 2 Pinos Laranja Pisca Seta Moto Universal Led","Acessórios para Veículos","Aces. de Motos e Quadriciclos","900","19","Tier 2 — llevaría a 15.000 items"
"5286328046","Tsf | Viseira Fumê Asx V18b Eagle Draken City Antirrisco Fumê","Acessórios para Veículos","Aces. de Motos e Quadriciclos","896","56","Tier 2 — llevaría a 15.000 items"
"6594878420","Capa De Chuva Moto Pioneira Impermeável Pvc Motoqueiro Frio Preto Com Laranja Masculino - G","Acessórios para Veículos","Aces. de Motos e Quadriciclos","890","97","Tier 2 — llevaría a 15.000 items"
"6594878428","Capa De Chuva Moto Pioneira Impermeável Pvc Motoqueiro Frio Preto Com Laranja Masculino - Xg","Acessórios para Veículos","Aces. de Motos e Quadriciclos","882","99","Tier 2 — llevaría a 15.000 items"
"2981456323","Calça  De Chuva Motoqueiro Impermeável Alta Qualidade Pvc","Acessórios para Veículos","Aces. de Motos e Quadriciclos","871","54","Tier 2 — llevaría a 15.000 items"
"5266945350","Capa De Chuva Sapato Tênis Impermeável Protetor Calçado Moto","Acessórios para Veículos","Aces. de Motos e Quadriciclos","867","39","Tier 2 — llevaría a 15.000 items"
"4102376283","Capacete Fechado Sport Moto 788 Pro Tork Feminino Masculino","Acessórios para Veículos","Aces. de Motos e Quadriciclos","864","138","Tier 2 — llevaría a 15.000 items"
"3855417459","Botão Fixação Reparo Viseira Capacete Ls2 Ff358 Ff386 Fw3 Gt Preto/transparente","Acessórios para Veículos","Aces. de Motos e Quadriciclos","856","20","Tier 2 — llevaría a 15.000 items"
"4033313957","Capacete Fechado Automatico Sm 788 Pro Tork Viseira Cristal","Acessórios para Veículos","Aces. de Motos e Quadriciclos","855","123","Tier 2 — llevaría a 15.000 items"
"3063242324","Capacete Para Moto Aberto Pro Tork New Liberty Three","Acessórios para Veículos","Aces. de Motos e Quadriciclos","854","130","Tier 2 — llevaría a 15.000 items"
"5762188382","Capa De Chuva Pvc Motoqueiro Impermeável Reforçada Pioneira Preto-laranja Gg","Acessórios para Veículos","Aces. de Motos e Quadriciclos","850","89","Tier 2 — llevaría a 15.000 items"
"5744170378","Capa De Chuva Motoqueiro Motoboy Moto Conjunto Impermeável  Preto E Rosa P - Feminina","Acessórios para Veículos","Aces. de Motos e Quadriciclos","844","78","Tier 2 — llevaría a 15.000 items"
"5386095658","Capacete Moto Race Tech Signal Articulado Preto Fosco","Acessórios para Veículos","Aces. de Motos e Quadriciclos","843","474","Tier 2 — llevaría a 15.000 items"
"3896549855","Narigueira Mod Original Ls2 Ff358 / Ff396 Norisk Ff302 Fw3","Acessórios para Veículos","Aces. de Motos e Quadriciclos","828","20","Tier 2 — llevaría a 15.000 items"
"4533508797","Bomba De Sucção Manual Transferência Gasolina Etanol","Acessórios para Veículos","Acessórios Náuticos","999","25","Tier 2 — llevaría a 15.000 items"
"5173493240","Rádio Comunicador Baofeng 5w Bf Vhf /uhf/ Fm Dual Band Uv-82 Cor Preto 127/220v","Acessórios para Veículos","Acessórios Náuticos","889","112","Tier 2 — llevaría a 15.000 items"
"5431789488","Faixa Refletiva Para-choque Caminhão 2,40m Vermelho Prata","Acessórios para Veículos","Acessórios de Linha Pesada","1002","33","Tier 2 — llevaría a 15.000 items"
"4407156991","Faixa Refletiva 3m Parachoque Caminhão 2,40m X 10cm","Acessórios para Veículos","Acessórios de Linha Pesada","829","45","Tier 2 — llevaría a 15.000 items"
"5773192562","Carregador De Bateria 12v Até 300a Com Ajuste De Corrente, Flutuante, Bivolt Automático Ca10ah, Trafotron, Carga Lenta E Rápida","Acessórios para Veículos","Ferramentas para Veículos","1093","150","Tier 2 — llevaría a 15.000 items"
"4592927381","Auxiliar Partida Bateria Compressor Ar Emergência Portátil Veicular Com Compressor De Ar, Hold On Portátil Compressor Ar 10000mah Veicular","Acessórios para Veículos","Ferramentas para Veículos","1076","229","Tier 2 — llevaría a 15.000 items"
"4036473929","Scanner Automotivo Elm 327 Bluetooth Obd2 Android Ios","Acessórios para Veículos","Ferramentas para Veículos","1065","24","Tier 2 — llevaría a 15.000 items"
"3994171345","Macaco Sanfona Baumann 1 Tonelada Para Carro Compacto E Resistente","Acessórios para Veículos","Ferramentas para Veículos","1034","53","Tier 2 — llevaría a 15.000 items"
"5874150844","Macaco Hidráulico Garrafa 3 Toneladas Sparta","Acessórios para Veículos","Ferramentas para Veículos","997","65","Tier 2 — llevaría a 15.000 items"
"5475732096","Carregador Bateria Automotivo 12v 100a Carro Moto Caminhao","Acessórios para Veículos","Ferramentas para Veículos","995","67","Tier 2 — llevaría a 15.000 items"
"6702908400","Auxiliar Partida Bateria Compressor Ar Inteligente Emergência Portátil Veicular Com Compressor De Ar, Pares Portátil Compressor Ar Veicular","Acessórios para Veículos","Ferramentas para Veículos","995","227","Tier 2 — llevaría a 15.000 items"
"5320864956","Macaco Hidráulico Garrafa 3 Toneladas Para Carro Titanium Platina","Acessórios para Veículos","Ferramentas para Veículos","989","71","Tier 2 — llevaría a 15.000 items"
"4459889567","Chave De Roda Cruz Estrela 4 Bocas 17mm 19mm 21mm 23mm Aço Universal Carro Profissional 35cm Troca Pneu Blueforce","Acessórios para Veículos","Ferramentas para Veículos","983","37","Tier 2 — llevaría a 15.000 items"
"3347425193","Scanner Automotivo Obd2 Placa Dupla Vs1.5 Elm327 Pic18f25k80","Acessórios para Veículos","Ferramentas para Veículos","978","73","Tier 2 — llevaría a 15.000 items"
"4221722985","Auxiliar Partida Bateria Compressor Ar Emergência Portátil Com Soprador Auxiliar De Partida Portatil Veicular Com Compressor De Ar Start Potente E Inflação Rápida Para Acampamentos E Emergências","Acessórios para Veículos","Ferramentas para Veículos","958","278","Tier 2 — llevaría a 15.000 items"
"2015028938","Macaco Hidráulico Garrafa 10 Toneladas Com Nf","Acessórios para Veículos","Ferramentas para Veículos","935","131","Tier 2 — llevaría a 15.000 items"
"6074506180","Compressor De Ar Digital Portátil Recarregável Usb-c Powerbank Celular Calibrador Pneus De Moto Carro Bike Bolas Infláveis Preto 127/220v 60 Hz Monofásica","Acessórios para Veículos","Ferramentas para Veículos","930","72","Tier 2 — llevaría a 15.000 items"
"4598994322","Calibrador De Ar Digital Para Pneu Portátil Compressor Usb","Acessórios para Veículos","Ferramentas para Veículos","930","65","Tier 2 — llevaría a 15.000 items"
"4271782645","Macaco De Carro Sanfona Universal 1.5 Toneladas Com Chave Catraca Jack 1500kg Carros Passeio Automotivo Blueforce","Acessórios para Veículos","Ferramentas para Veículos","921","63","Tier 2 — llevaría a 15.000 items"
"6300769464","Caneta Teste Automotivo 3-48v Para Bateria Circuito Fusível 3-48v","Acessórios para Veículos","Ferramentas para Veículos","921","32","Tier 2 — llevaría a 15.000 items"
"2028385121","Chave De Vela T Com 2 Encaixes 16mm / 21mm Articulada","Acessórios para Veículos","Ferramentas para Veículos","920","28","Tier 2 — llevaría a 15.000 items"
"5745950218","Maçarico Culinário Portátil Multiuso Com Controle De Chama 127/220v","Acessórios para Veículos","Ferramentas para Veículos","912","26","Tier 2 — llevaría a 15.000 items"
"4518936237","Carregador Bateria Automotivo 12v Carga Lenta Portátil Pholex Carro Moto Caminhão Jet Sky Empilhadeira Bivolt 110/220v","Acessórios para Veículos","Ferramentas para Veículos","875","33","Tier 2 — llevaría a 15.000 items"
"4573751585","Auxiliar De Partida Carregador Bateria Com Compressor De Ar Emergência Portátil Veicular Floots Automotivo 10000mah","Acessórios para Veículos","Ferramentas para Veículos","867","244","Tier 2 — llevaría a 15.000 items"
"5914471770","Carregador De Bateria Automotivo Para Baterias 12v Até 300a , Carro E Moto, Carga Lenta E Semirrápida, Com Voltímetro Digital, Flutuante, Cv5ah, Trafotron","Acessórios para Veículos","Ferramentas para Veículos","864","84","Tier 2 — llevaría a 15.000 items"
"6000776592","Carregador Bateria Automotiva 12v Até 300ah 2ah Carg Lenta","Acessórios para Veículos","Ferramentas para Veículos","856","35","Tier 2 — llevaría a 15.000 items"
"5028348252","Carregador De Bateria 12v Até 300amperes Cf5 Inteligente","Acessórios para Veículos","Ferramentas para Veículos","843","79","Tier 2 — llevaría a 15.000 items"
"5751329240","Scanner Automotivo Bluetooth Obd2 Android Ios Elm337","Acessórios para Veículos","Ferramentas para Veículos","841","26","Tier 2 — llevaría a 15.000 items"
"2649744351","Carregador Bateria 12-24v Automotivo Carro Moto Caminhao 10a","Acessórios para Veículos","Ferramentas para Veículos","830","249","Tier 2 — llevaría a 15.000 items"
"4276223543","Kit Shampoo Automotivo Esfregação Neutro V-floc V-mol Vonixx","Acessórios para Veículos","Limpeza Automotiva","1097","42","Tier 2 — llevaría a 15.000 items"
"3689326607","Limpador De Pneus Borrachas Plástico Delet 1,5l Vonixx","Acessórios para Veículos","Limpeza Automotiva","1088","48","Tier 2 — llevaría a 15.000 items"
"4515648880","Removedor Strike Vonixx Tira Piche E Cola 500ml Aplicador","Acessórios para Veículos","Limpeza Automotiva","1075","55","Tier 2 — llevaría a 15.000 items"
"5391403128","Strike Removedor Piche Asfalto Cola Adesivo Vonixx 500ml","Acessórios para Veículos","Limpeza Automotiva","1054","51","Tier 2 — llevaría a 15.000 items"
"4074344543","Kit Limpa E Hidrata Couro Banco Automotivo Hidratar  Vonixx","Acessórios para Veículos","Limpeza Automotiva","1032","68","Tier 2 — llevaría a 15.000 items"
"6210946052","Aromatizante Cheirinho Odorizador Carro Novo Automotivo 1l Amarelo Carro Novo","Acessórios para Veículos","Limpeza Automotiva","996","30","Tier 2 — llevaría a 15.000 items"
"4252565857","Cera Tok Final Carnaúba Proteção Automotiva 500ml Vonixx","Acessórios para Veículos","Limpeza Automotiva","994","29","Tier 2 — llevaría a 15.000 items"
"4411020101","Aspirador 2em1 Usb: Alta Sucção, Carga Sem Fio, Mini Preto 12v","Acessórios para Veículos","Limpeza Automotiva","992","32","Tier 2 — llevaría a 15.000 items"
"6282223698","Kit 10 Panos Flanela Microfibra Limpa Automotiva Carro 30x40 Multicor","Acessórios para Veículos","Limpeza Automotiva","989","40","Tier 2 — llevaría a 15.000 items"
"3945950257","Kit 5 Pincel Para Lavação Carro Detalhamento Automotivo Moto","Acessórios para Veículos","Limpeza Automotiva","987","20","Tier 2 — llevaría a 15.000 items"
"4418766717","Cera Polimento Queimado Riscos Carnauba Automotiva","Acessórios para Veículos","Limpeza Automotiva","986","29","Tier 2 — llevaría a 15.000 items"
"4561600631","Caneta Pintura Reparadora Permanente Tira Riscos Carro Moto Branca","Acessórios para Veículos","Limpeza Automotiva","976","22","Tier 2 — llevaría a 15.000 items"
"5759870570","Kit 3 Luva Microfibra Automotiva Multiuso Duravel Faxina","Acessórios para Veículos","Limpeza Automotiva","972","34","Tier 2 — llevaría a 15.000 items"
"4217540531","Limpa Roda Automotiva Izer Descontaminante Ferroso Vonixx","Acessórios para Veículos","Limpeza Automotiva","962","39","Tier 2 — llevaría a 15.000 items"
"4432352915","Alumax Limpa Alumínio + Removex Para Chassi + Pincel","Acessórios para Veículos","Limpeza Automotiva","957","122","Tier 2 — llevaría a 15.000 items"
"3994296685","Kit Lavagem Automotiva V-floc Blend Sintra Intense Vonixx","Acessórios para Veículos","Limpeza Automotiva","946","151","Tier 2 — llevaría a 15.000 items"
"1745952398","Restaurax Restaurador De Plásticos Vonixx Aplicador Luvas Preto","Acessórios para Veículos","Limpeza Automotiva","942","65","Tier 2 — llevaría a 15.000 items"
"6184754958","Wd 40 Desengripante Lubrificante Multiuso Spray 300ml","Acessórios para Veículos","Limpeza Automotiva","941","40","Tier 2 — llevaría a 15.000 items"
"3651744965","Kit Desengripante Spray 300ml 12 Unidades Te0001161 Lub Fast","Acessórios para Veículos","Limpeza Automotiva","927","69","Tier 2 — llevaría a 15.000 items"
"6405297676","Shampoo Automotivo Vonixx V-floc 1,5l + Toalha + Luva Microfibra","Acessórios para Veículos","Limpeza Automotiva","911","70","Tier 2 — llevaría a 15.000 items"
"1625856224","Kit Limpar Hidratar Couro Vonixx Higicouro + Hidracouro","Acessórios para Veículos","Limpeza Automotiva","911","69","Tier 2 — llevaría a 15.000 items"
"5996892566","Kit Completo Lavar Carro Moto Rapido Brilho Profissional","Acessórios para Veículos","Limpeza Automotiva","910","184","Tier 2 — llevaría a 15.000 items"
"5247744232","Restaurador Vidro Automotivo Vonixx Prizm Remove Chuva Ácida 500ml","Acessórios para Veículos","Limpeza Automotiva","907","48","Tier 2 — llevaría a 15.000 items"
"4062492675","Lava-auto Super Concentrado V-floc 1,5l Vonixx","Acessórios para Veículos","Limpeza Automotiva","901","46","Tier 2 — llevaría a 15.000 items"
"5534286022","Verniz De Motor Aerosol Finalizador Vonixx 400ml Spray","Acessórios para Veículos","Limpeza Automotiva","899","40","Tier 2 — llevaría a 15.000 items"
"4844882724","Boina Lã Pirulito Corte Pesado Polimento Lincoln 5 Pol","Acessórios para Veículos","Limpeza Automotiva","899","48","Tier 2 — llevaría a 15.000 items"
"4276261611","V-mol 1,5lt. Shampoo Desengraxante Lavagem Automotiva Vonixx","Acessórios para Veículos","Limpeza Automotiva","878","41","Tier 2 — llevaría a 15.000 items"
"6057580870","Wd 40 Desengripante Lubrificante Multiuso Spray 300ml","Acessórios para Veículos","Limpeza Automotiva","876","40","Tier 2 — llevaría a 15.000 items"
"3842807071","Grand Prix Tradicional Cera Automotiva Em Pasta Lata 200gr","Acessórios para Veículos","Limpeza Automotiva","868","27","Tier 2 — llevaría a 15.000 items"
"4275724938","Limpa Farol (revitalizador De Farol) 50ml Batom Black Incolor","Acessórios para Veículos","Limpeza Automotiva","862","25","Tier 2 — llevaría a 15.000 items"
"5438982044","Luva Microfibra Chenile Detailer Lavagem Automotiva + Aplicador Vonixx Azul","Acessórios para Veículos","Limpeza Automotiva","856","20","Tier 2 — llevaría a 15.000 items"
"4094687245","Revitalizador Restaurador Plástico Restaurax Vonixx 240ml Violeta-escuro","Acessórios para Veículos","Limpeza Automotiva","855","36","Tier 2 — llevaría a 15.000 items"
"2762010394","Kit Limpeza Automotiva Bancos Couro Vonixx 500ml Hidrata","Acessórios para Veículos","Limpeza Automotiva","852","67","Tier 2 — llevaría a 15.000 items"
"5298046024","Revitalizador Plásticos Vonixx Restaurador 500ml Sintético Líquido","Acessórios para Veículos","Limpeza Automotiva","851","60","Tier 2 — llevaría a 15.000 items"
"4432208899","Cera Líquida Preta Vonixx Blend Spray Carnaúba 500ml","Acessórios para Veículos","Limpeza Automotiva","850","49","Tier 2 — llevaría a 15.000 items"
"4998050432","Kit Lavagem Automotiva Vonixx Vexus Shampoo Neutro V-floc Revitalizador","Acessórios para Veículos","Limpeza Automotiva","848","146","Tier 2 — llevaría a 15.000 items"
"3460650955","Prizm 500ml Restaurador De Vidros Vonixx Pincel Detalhamento","Acessórios para Veículos","Limpeza Automotiva","843","53","Tier 2 — llevaría a 15.000 items"
"3604003469","Kit Produtos Para Limpeza Automotiva Vonixx Kit Lavagem Cera","Acessórios para Veículos","Limpeza Automotiva","832","175","Tier 2 — llevaría a 15.000 items"
"5898597748","Shiny Revitalizador Pneu Pretinho Longa Duração Vonixx 500ml Vermelho","Acessórios para Veículos","Limpeza Automotiva","829","54","Tier 2 — llevaría a 15.000 items"
"4504043652","Cera Líquida Vonixx Tok Final Carnaúba 500ml Brilho Intenso","Acessórios para Veículos","Limpeza Automotiva","829","33","Tier 2 — llevaría a 15.000 items"
"4140456469","Limpador Multiuso Sintra Fast Vonixx Para Automóveis 500ml","Acessórios para Veículos","Limpeza Automotiva","826","38","Tier 2 — llevaría a 15.000 items"
"3223078622","Reparador Couro 3m Autoadesivo Bancos Volantes Sofá 120x10cm","Acessórios para Veículos","Limpeza Automotiva","821","27","Tier 2 — llevaría a 15.000 items"
"5471210354","Oleo Para Motores 2 Tempos 500ml Husqvarna","Acessórios para Veículos","Lubrificantes e Fluidos","1089","34","Tier 2 — llevaría a 15.000 items"
"6292106934","Óleo Motor 5w30 Mobil Dexos 1 Gen 3 Sintetico Api Sq Alta Performance 1litro Lubrificante Mobil","Acessórios para Veículos","Lubrificantes e Fluidos","1058","37","Tier 2 — llevaría a 15.000 items"
"3000303235","Mobil Óleo Super Moto 10w30 1 Litro Semi Sintetico 4t Mx","Acessórios para Veículos","Lubrificantes e Fluidos","1047","40","Tier 2 — llevaría a 15.000 items"
"4440098221","1 Litro Óleo Motor Sintético 5w40 Petronas Selenia Perform","Acessórios para Veículos","Lubrificantes e Fluidos","1042","34","Tier 2 — llevaría a 15.000 items"
"3965382403","Óleo Fluido Atf Direção Hidráulica Transmissão Automática 1l","Acessórios para Veículos","Lubrificantes e Fluidos","1020","25","Tier 2 — llevaría a 15.000 items"
"5269370710","Kit 2 Fluido Oleo De Freio Dot4 Varga Trw 500ml Rclf00054","Acessórios para Veículos","Lubrificantes e Fluidos","1012","57","Tier 2 — llevaría a 15.000 items"
"4150956223","Óleo Sintético Vw Maxi Performance 5w40 508 88","Acessórios para Veículos","Lubrificantes e Fluidos","1010","41","Tier 2 — llevaría a 15.000 items"
"5996540064","Militec 1 200ml Original Condicionador De Metais Militec-1","Acessórios para Veículos","Lubrificantes e Fluidos","1005","79","Tier 2 — llevaría a 15.000 items"
"4147251561","Aditivo Coolant Up Líquido Radiador Rosa Petronas Concentrad Rosa-chiclete","Acessórios para Veículos","Lubrificantes e Fluidos","997","23","Tier 2 — llevaría a 15.000 items"
"6428840602","Óleo Motul 5100 10w30 Semi-sintético  Tecnologia Ester, Proteção E Performance 1lt","Acessórios para Veículos","Lubrificantes e Fluidos","996","62","Tier 2 — llevaría a 15.000 items"
"5205649494","Bardahl Flex Aditivo Para Combustivel Motores Flex Amarelo","Acessórios para Veículos","Lubrificantes e Fluidos","984","25","Tier 2 — llevaría a 15.000 items"
"3809272759","Petronas Sprinta 10w40 Sl Sintético Moto 4t Jaso Ma2 1l","Acessórios para Veículos","Lubrificantes e Fluidos","946","43","Tier 2 — llevaría a 15.000 items"
"5117852794","Óleo De Motor Acdelco Semi-sintético 5w-30 Sn - 98550378","Acessórios para Veículos","Lubrificantes e Fluidos","925","30","Tier 2 — llevaría a 15.000 items"
"4393177677","01 Litro Óleo Câmbio Automático Atf Multi Veículos Sintético Dexron Vi Mercon Lv Spiv Mobil","Acessórios para Veículos","Lubrificantes e Fluidos","919","44","Tier 2 — llevaría a 15.000 items"
"3345717545","Óleo De Motor Quiksilver 2 Tempos Tc-w3 2 Tempos Para Náutico De 1 Unidade X 1l","Acessórios para Veículos","Lubrificantes e Fluidos","915","55","Tier 2 — llevaría a 15.000 items"
"5402199282","Estabilizador Aditivo Óleo Diesel Teccom 10 Almax Amarok","Acessórios para Veículos","Lubrificantes e Fluidos","912","93","Tier 2 — llevaría a 15.000 items"
"5402021824","Aditivo Diesel Teccom10 Kit 4x100ml Estabiliza Combustão E Protege","Acessórios para Veículos","Lubrificantes e Fluidos","910","59","Tier 2 — llevaría a 15.000 items"
"4232695849","Condicionador Sintético De Metais Para Motores A Combustão Militec 1 - Caixa Unitária Exclusiva 200ml","Acessórios para Veículos","Lubrificantes e Fluidos","865","88","Tier 2 — llevaría a 15.000 items"
"3994988943","Aditivo Para Radiador Paraflu Rosa Diluído Pronto Pra Uso Rosa","Acessórios para Veículos","Lubrificantes e Fluidos","848","28","Tier 2 — llevaría a 15.000 items"
"5331667298","Aditivo Bio Fluido Pronto Para Uso Organico Long Life Rosa Rosa","Acessórios para Veículos","Lubrificantes e Fluidos","843","23","Tier 2 — llevaría a 15.000 items"
"3574451823","1 Litro Oleo Yamalube Semissintético Sae 10w40 Yamaha","Acessórios para Veículos","Lubrificantes e Fluidos","838","57","Tier 2 — llevaría a 15.000 items"
"4464880395","Aditivo Pronto Uso Rosa 5 Litros Arrefecimento Radiador Agua Rosa","Acessórios para Veículos","Lubrificantes e Fluidos","834","31","Tier 2 — llevaría a 15.000 items"
"3423663139","Óleo Lubrificante Corrente Bardahl Maxlub Kart E Moto","Acessórios para Veículos","Lubrificantes e Fluidos","822","39","Tier 2 — llevaría a 15.000 items"
"6163967154","Mini Rastreador Veicular Carro Moto Localizador Gps Android Preto/branco","Acessórios para Veículos","Navegadores GPS para Vehículos","1033","54","Tier 2 — llevaría a 15.000 items"
