rank,seller_id,nombre,segmento,ml_level,reputacion,turbo,total_mensual,v4_mensual_total,v4_efectivo_zona,flex_zona,xd_zona,pct_cobertura_zona,pct_proximidad,ht_horas,lat,lon,tiene_integrador,tipo_integrador,integrador_nombre,nodos_activos,es_multinodo,v4_eff_acumulado,pct_vol_acum,ord_hr_acum,envios_turbo,peso_mediano_kg,lado_max_med_cm,gmv_prom_brl,pct_within_4km,opera_full
58,1387511576,LIDIA COMERCIAL LTDA,Heavy,platinum,5_green,False,3700,68,58,55,3,85.29,1.84,19.85,-23.5263966,-46.6040103,True,certificado,UpSeller ERP,0,False,5218,31.85,27.6,0,0.65,24,199,1.7,false
59,1935389494,Distribuidora Natural,Medium,platinum,5_green,False,1475,120,58,57,1,48.33,8.14,20.5,-23.561295,-46.623783,True,certificado,Sistema ERP da Olist,0,False,5276,32.21,27.9,0,0.36,17,89,6.6,false
60,1781816401,LIVONE COMERCIO LTDA,Heavy,platinum,5_green,False,3819,99,58,43,15,58.59,2.59,24.03,-23.55128,-46.624644,True,certificado,UpSeller ERP,0,False,5334,32.56,28.2,0,0.3,22,45,2.9,true
61,2289523466,MADALENA MAYA COMERCIO LTDA,Medium,platinum,5_green,False,1092,61,57,57,0,93.44,5.59,14.66,-23.539236,-46.613251,True,certificado,idworks,0,False,5391,32.91,28.5,0,0.38,32,70,3.8,true
62,1382913332,THYNK UNLIMITED STORE COMERCIO ONLINE LTDA,Heavy,platinum,5_green,False,2119,106,56,55,1,52.83,5,16.35,-23.529485,-46.638742,True,certificado,UpSeller ERP,0,False,5447,33.25,28.8,0,0.13,19,70,3.4,true
63,1388247789,SEVEN STARS COMERCIO DIGITAL LTDA,Heavy,platinum,5_green,False,6018,132,56,0,56,42.42,2.19,34.97,-23.574704,-46.608425,True,certificado,Predize,0,False,5503,33.59,29.1,0,0.88,29,86,1.7,false
64,350614147,ROMA AVIAMENTOS,Heavy,platinum,5_green,False,1611,57,56,53,3,98.25,3.54,28.62,-23.537774,-46.612281,True,certificado,UpSeller ERP,0,False,5559,33.94,29.4,0,0.14,23,49,2.9,true
65,1757283349,54.621.914 JADSON OLIVEIRA DE OLIVEIRA,Medium,,5_green,False,1527,72,55,52,3,76.39,4.72,17.83,-23.562538,-46.617173,True,certificado,UpSeller ERP,0,False,5614,34.27,29.7,0,0.19,22,72,4,false
66,531018819,MAGAZINE SANTA EFIGENIA IMPORTACAO E EXPORTACAO LTDA,Heavy,platinum,5_green,False,5198,95,54,50,4,56.84,1.83,22.95,-23.550446,-46.635854,True,certificado,UpSeller ERP,0,False,5668,34.6,30,0,0.72,23,214,1.5,false
67,1875452174,PURO ALGODAO COMERCIO DE PRODUTOS ONLINE,Medium,platinum,5_green,True,1509,54,54,49,5,100,3.58,28.62,-23.537561,-46.609482,True,certificado,Log Manager,0,False,5722,34.93,30.3,31,0.44,33,77,2.6,true
68,1769471667,MISOU COMERCIAL LTDA,Heavy,platinum,5_green,False,2505,78,54,49,5,69.23,3.11,21.83,-23.5644492,-46.6159709,True,certificado,UpSeller ERP,0,False,5776,35.26,30.6,0,0.41,26,46,3.5,true
69,2032989339,LEONA WINSTON COMERCIAL LTDA,Heavy,,5_green,False,3038,101,54,48,6,53.47,3.32,29.46,-23.5734616,-46.5991846,True,certificado,Log Manager,0,False,5830,35.59,30.8,0,0.33,22,88,2.3,false
70,2251271093,LOJINHA DA ASIA,Heavy,platinum,5_green,False,1783,79,53,46,7,67.09,4.43,22.45,-23.5449732,-46.6186751,True,certificado,UpSeller ERP,0,False,5883,35.91,31.1,0,0.99,46,89,4.5,true
71,275909808,ABPM ELETRONICOS,Medium,platinum,5_green,True,896,105,52,51,1,49.52,11.72,11.77,-23.541172,-46.637098,True,certificado,Sistema ERP da Olist,0,False,5935,36.23,31.4,135,0.18,20,131,12.3,true
72,1195601761,GAMUMP DISTRIBUIDORA,Medium,platinum,5_green,False,985,66,52,52,0,78.79,6.7,17.88,-23.5533895,-46.5838128,True,certificado,MDHUB - Antigo MDLIVRE,0,False,5987,36.55,31.7,0,0.95,39,175,4.6,true
73,1373024883,BEST MO LTDA,Heavy,platinum,5_green,False,3190,75,52,48,4,69.33,2.35,26.37,-23.5243261,-46.614716,True,no_certificado,TF SOFTWARE LTDA,0,False,6039,36.87,32,0,0.16,19,37,2,false
74,1228982095,VLX EXCELLENCE LED LTDA,Heavy,platinum,5_green,False,1957,57,51,44,7,89.47,2.91,19.55,-23.526371,-46.603993,True,certificado,UpSeller ERP,0,False,6090,37.18,32.2,0,0.76,24,124,2.5,true
75,1062977261,VICTORIA VESTUARIOS LTDA,Medium,platinum,5_green,False,1410,107,51,50,1,47.66,7.59,17.18,-23.5381564,-46.6329919,True,certificado,Log Manager,0,False,6141,37.49,32.5,0,0.17,17,50,8.4,true
76,1430030742,BAZAR ON LINE,Heavy,platinum,5_green,False,2714,63,51,47,4,80.95,2.32,20.53,-23.524969,-46.593494,True,certificado,Log Manager,0,False,6192,37.8,32.8,0,0.71,39,65,1.3,false
77,209471703,BMS SUPLEMENTOS E ARTIGOS ESPORTIVOS,Heavy,platinum,5_green,False,2283,89,51,50,1,57.3,3.9,16.99,-23.5438686,-46.5627685,True,certificado,Log Manager,1,False,6243,38.11,33,0,0.54,21,169,3.6,true
78,1531058829,FLOWERCOOL COMERCIAL LTDA,Heavy,platinum,5_green,False,3921,58,50,42,8,86.21,1.48,29.98,-23.5270916,-46.6034922,True,certificado,UpSeller ERP,0,False,6293,38.42,33.3,0,0.22,22,58,1.7,false
79,2407622508,MAMATech,Medium,platinum,5_green,False,894,55,49,49,0,89.09,6.15,10.65,-23.5419535,-46.6152358,True,certificado,UpSeller ERP,0,False,6342,38.72,33.6,0,0.14,16,206,7.6,false
80,1045424827,UNIVERSO 24H COMERCIO DE ELETRONICOS LTDA,Heavy,platinum,5_green,False,2885,56,49,46,3,87.5,1.94,21.11,-23.526395,-46.603923,True,certificado,UpSeller ERP,0,False,6391,39.01,33.8,0,1.02,29,126,1.8,true
81,1336289157,MODELLA INDUSTRIA E COMERCIO DE ROUPAS LTDA,Medium,platinum,5_green,False,1522,55,49,49,0,89.09,3.61,14.44,-23.5396815,-46.61682,True,certificado,UpSeller ERP,0,False,6440,39.31,34.1,0,0.26,23,73,4.4,true
82,1863163070,GR MARKET EXPRESS,Heavy,platinum,5_green,False,2856,49,49,31,18,100,1.72,22.89,-23.5439224,-46.6011653,True,certificado,UpSeller ERP,0,False,6489,39.61,34.3,0,0.08,17,67,1.7,true
83,2147423032,VLX IMPORTACAO LTDA,Heavy,platinum,5_green,False,3956,63,47,44,3,74.6,1.59,24.77,-23.5263544,-46.6038777,True,certificado,UpSeller ERP,0,False,6536,39.9,34.6,0,1,33,59,1.5,false
84,1020396764,YY M COMERCIAL E SERVICOS LTDA,Medium,platinum,5_green,False,1001,53,47,46,1,88.68,5.29,18.51,-23.528066,-46.604518,True,certificado,UpSeller ERP,1,False,6583,40.19,34.8,0,0.14,22,65,3.1,true
85,2154338508,IMAGINEWORKS,Medium,platinum,5_green,False,1144,54,47,47,0,87.04,4.72,25.81,-23.5498509,-46.6164965,True,certificado,Predize,1,False,6630,40.47,35.1,0,0.96,35,73,2.5,true
86,159678986,CAETANO STORE,Medium,platinum,5_green,False,1054,56,47,46,1,83.93,5.31,17.76,-23.561002,-46.591967,True,certificado,Sistema ERP da Olist,0,False,6677,40.76,35.3,0,0.1,18,50,4.3,true
87,1206436323,TELLUS STORE,Medium,platinum,5_green,False,1155,102,47,47,0,46.08,8.83,17.07,-23.559133,-46.635374,True,certificado,Shopping De Precos,0,False,6724,41.05,35.6,0,0.32,28,94,6.9,true
88,18573219,NIKKEY - COSMETICOS LTDA.,Heavy,platinum,5_green,False,1664,64,46,43,3,71.88,3.85,22.52,-23.546656,-46.571875,True,certificado,Log Manager,0,False,6770,41.33,35.8,0,0.23,18,96,4.8,false
89,522101670,FIGLIMP - DISTRIBUIDORA DE SUPRIMENTOS,Medium,platinum,5_green,False,945,46,46,46,0,100,4.87,26.93,-23.539034,-46.60114,True,certificado,Sistema ERP da Olist,1,False,6816,41.61,36.1,0,1.48,32,112,3.7,true
90,765039361,FALCOM COMERCIAL,Medium,platinum,5_green,False,1353,48,46,46,0,95.83,3.55,14.43,-23.5278873,-46.6136424,True,certificado,magis5,0,False,6862,41.89,36.3,0,0.5,22,44,4.7,true
91,1198288648,STILLGER CONFECCOES,Medium,platinum,5_green,False,1417,46,45,45,0,97.83,3.25,15.89,-23.530952,-46.609282,True,certificado,Sistema ERP da Olist,0,False,6907,42.16,36.5,0,0.42,29,68,4.7,true
92,306704918,SOFIA ACESSORIOS,Heavy,platinum,5_green,False,1703,98,45,42,3,45.92,5.75,17.24,-23.557417,-46.635107,True,certificado,Log Manager,0,False,6952,42.44,36.8,0,0.38,26,106,6.7,false
93,543168229,PARTILHANDO,Heavy,platinum,5_green,False,3698,72,45,6,39,62.5,1.95,34.61,-23.552734,-46.582383,True,certificado,Log Manager,0,False,6997,42.71,37,0,0.26,22,70,1.5,false
94,694239470,CARLOS EDUARDO,Medium,platinum,5_green,False,1183,51,45,43,2,88.24,4.31,15.52,-23.5622,-46.602794,True,certificado,UpSeller ERP,0,False,7042,42.99,37.3,0,0.18,20,51,3.4,true
95,1976709524,LOJAS O'QUE,Heavy,platinum,5_green,False,2269,50,44,40,4,88,2.2,22.71,-23.5411456,-46.5851879,True,certificado,Log Manager,0,False,7086,43.26,37.5,0,0.28,24,63,2.2,false
96,343975643,JACOME,Medium,platinum,5_green,True,878,87,44,43,1,50.57,9.91,11.8,-23.541203,-46.637114,True,certificado,Sistema ERP da Olist,0,False,7130,43.53,37.7,98,0.29,25,116,9,true
97,2344978668,CONNECTPRO COMERCIO DE VARIEDADES LTDA,Medium,platinum,5_green,False,868,60,44,44,0,73.33,6.91,12.06,-23.5418458,-46.6222194,True,certificado,UpSeller ERP,1,False,7174,43.79,38,0,0.07,12,65,8.6,true
98,702118481,ZENX MEDALI LTDA,Medium,platinum,5_green,False,1421,78,44,44,0,56.41,5.49,8.18,-23.5392368,-46.6333906,True,certificado,MercadoTurbo,0,False,7218,44.06,38.2,0,0.32,37,40,6.3,true
99,724301720,FAST COMERCIO LTDA,Heavy,,5_green,False,3545,107,44,44,0,41.12,3.02,25.67,-23.57868,-46.603798,True,certificado,Log Manager,0,False,7262,44.33,38.4,0,1.28,32,77,2.4,true
100,1533430307,E-LEADER UTILIDADES & ELETRONICOS LTDA,Medium,platinum,5_green,False,322,61,44,44,0,72.13,18.94,14.2,-23.5300332,-46.6221144,True,certificado,Log Manager,1,False,7306,44.6,38.7,0,0.02,15,79,15.6,true
101,1416722176,H&J COMERCIO E PRESENTES LTDA,Medium,platinum,5_green,False,1095,64,43,37,6,67.19,5.84,21.29,-23.555437,-46.575372,True,certificado,UpSeller ERP,0,False,7349,44.86,38.9,0,1.2,35,102,5.3,true
102,1364963687,MOST MO LTDA,Heavy,platinum,5_green,False,3354,65,43,39,4,66.15,1.94,26.18,-23.5243108,-46.614697,True,no_certificado,TF SOFTWARE LTDA,0,False,7392,45.13,39.1,0,0.21,18,42,2,false
103,1130148138,MONICA CHEN BING XIA,Medium,platinum,5_green,False,1335,45,43,36,7,95.56,3.37,30.74,-23.540158,-46.614012,True,certificado,Log Manager,0,False,7435,45.39,39.3,0,0.53,24,125,4.1,true
104,1332396462,ZUZUA BIJU,Heavy,platinum,5_green,False,1942,94,43,42,1,45.74,4.84,16.58,-23.529458,-46.638723,True,certificado,UpSeller ERP,0,False,7478,45.65,39.6,0,0.15,18,69,4.7,true
105,1404338875,CHLOE STORE,Heavy,platinum,5_green,False,2126,44,43,41,2,97.73,2.07,25.94,-23.5417897,-46.5971588,True,certificado,UpSeller ERP,1,False,7521,45.91,39.8,0,0.27,22,58,2.1,true
106,14937436,FRANQUEADA LIGA COMERCIO ELETRONICO DE ARTIGOS ESPORTIVOS E ACESSORIOS LTDA,Heavy,platinum,5_green,False,2715,103,43,38,5,41.75,3.79,19.22,-23.544831,-46.640362,True,certificado,PLUGGTO,0,False,7564,46.18,40,0,0.8,35,364,3.5,true
107,2352288617,QUANTUM X   COMERCIO E SERVICOS  LTDA,Heavy,platinum,5_green,True,1711,79,42,40,2,53.16,4.62,16.62,-23.53978,-46.6293367,True,certificado,Bling Mercado Livre,0,False,7606,46.43,40.2,39,0.37,19,258,5.4,false
108,1053154455,G.M COMERCIO,Medium,platinum,5_green,False,1022,50,42,42,0,84,4.89,6.34,-23.528109,-46.618338,True,certificado,UpSeller ERP,0,False,7648,46.69,40.5,0,0.26,16,43,6.1,true
109,535537812,FELIZ CC ELETRONICOS E ARMARINHO LTDA,Heavy,platinum,5_green,False,2970,81,42,40,2,51.85,2.73,21.67,-23.5399278,-46.635117,True,certificado,UpSeller ERP,0,False,7690,46.94,40.7,0,0.35,24,60,2.7,false
110,740446604,PRECOLANDIA,Heavy,platinum,5_green,False,1565,55,42,39,3,76.36,3.51,21.45,-23.55428,-46.578444,True,certificado,PLUGGTO,0,False,7732,47.2,40.9,0,1.17,33,138,4.1,true
111,1995186921,ISABELA TIAN PRODUTOS LTDA,Heavy,platinum,5_green,False,2469,72,41,39,2,56.94,2.92,21.74,-23.5209231,-46.6286832,True,certificado,UpSeller ERP,0,False,7773,47.45,41.1,0,0.17,19,100,2.8,false
112,2362074719,VIVA TECH COMERCIAL,Heavy,platinum,5_green,False,5939,75,41,41,0,54.67,1.26,22.11,-23.55047,-46.635861,True,certificado,UpSeller ERP,0,False,7814,47.7,41.3,0,0.76,24,191,1.7,false
113,190422619,**,Heavy,platinum,5_green,True,1630,76,41,41,0,53.95,4.66,15.4,-23.5396709,-46.6293684,True,certificado,Sistema ERP da Olist,0,False,7855,47.95,41.6,79,0.25,20,336,4.4,false
114,416334575,RENATO DE ARRUDA CAMPOS ELETRONICOS,Heavy,platinum,5_green,False,1898,74,41,40,1,55.41,3.9,19.14,-23.5394808,-46.6393164,True,certificado,Sistema ERP da Olist,0,False,7896,48.2,41.8,0,0.35,19,77,3.4,true
115,614720250,JR SUPLEMENTOS,Heavy,platinum,5_green,False,4454,89,41,40,1,46.07,2,29.11,-23.573067,-46.571583,False,sin_integrador,,0,False,7937,48.45,42,0,0.09,16,42,2.3,false
116,300172128,ADB ACESSORIOS PARA PATCHWORK,Heavy,platinum,5_green,False,2349,100,41,38,3,41,4.26,23.89,-23.5249626,-46.6410988,True,certificado,MercadoTurbo,0,False,7978,48.7,42.2,0,0.2,22,52,3.5,true
117,1101678873,M5 ARMARINHOS,Heavy,platinum,5_green,False,1951,64,40,38,2,62.5,3.28,22.34,-23.5628922,-46.5854468,True,certificado,Bling Mercado Livre,0,False,8018,48.95,42.4,0,0.19,22,40,3.2,false
118,1717384526,BENX COMERCIAL LTDA,Heavy,platinum,5_green,False,2393,61,40,37,3,65.57,2.55,25,-23.544996,-46.636268,True,certificado,UpSeller ERP,0,False,8058,49.19,42.6,0,0.93,21,273,2.8,false
119,1982648775,M50 COMERCIO E DISTRIBUICAO LTDA,Medium,platinum,5_green,False,1182,56,40,33,7,71.43,4.74,22.82,-23.5576767,-46.5958367,True,certificado,magis5,1,False,8098,49.44,42.8,0,0.12,18,112,4.8,true
120,1629929844,DEMA DISTRIBUIDORA DE EMBALAGENS LTDA,Medium,gold,5_green,False,947,69,39,39,0,56.52,7.29,12.91,-23.5652255,-46.5690967,True,certificado,Log Manager,0,False,8137,49.67,43.1,0,4.07,82,102,8.9,false
121,726586889,BE ONE ELETRONICOS LTDA,Medium,platinum,5_green,False,1398,47,39,38,1,82.98,3.36,15.05,-23.529895,-46.616633,True,certificado,UpSeller ERP,1,False,8176,49.91,43.3,0,0.35,22,180,2.1,true
122,351523640,CAIMED COMERCIO DE PRODUTOS HOSPITALARES LTDA,Heavy,platinum,5_green,False,1675,66,39,32,7,59.09,3.94,22.8,-23.5378885,-46.5601808,True,certificado,Log Manager,0,False,8215,50.15,43.5,0,0.66,24,119,4.1,true
123,1997895066,ISABELA TIAN PRODUTOS LTDA,Heavy,platinum,5_green,False,1773,67,39,38,1,58.21,3.78,26.78,-23.5208581,-46.6286543,True,certificado,UpSeller ERP,0,False,8254,50.39,43.7,0,0.15,19,119,2.5,false
124,1839468541,ESTORE MTK LTDA,Medium,platinum,5_green,False,1196,40,39,34,5,97.5,3.34,23.04,-23.534228,-46.613387,True,certificado,UpSeller ERP,0,False,8293,50.63,43.9,0,0.58,30,101,2.1,true
125,466588542,GLOBAL PRIME,Medium,platinum,5_green,False,867,55,39,38,1,70.91,6.34,22.74,-23.566416,-46.614447,True,certificado,Log Manager,0,False,8332,50.86,44.1,0,1.75,35,384,5.3,false
126,1498879352,NX DISTRIBUIDORA LTDA,Medium,platinum,5_green,False,1504,42,39,38,1,92.86,2.79,29.88,-23.530719,-46.614268,True,certificado,UpSeller ERP,1,False,8371,51.1,44.3,0,1.03,36,65,2.4,true
127,1827194220,META PLUS JEANS COMERCIO LTDA,Medium,platinum,5_green,False,1243,41,39,39,0,95.12,3.3,15.73,-23.537168,-46.613807,True,certificado,MercadoTurbo,0,False,8410,51.34,44.5,0,0.46,36,68,3.3,true
128,308996127,TECH KING,Heavy,platinum,5_green,False,2016,84,39,36,3,46.43,4.17,25.83,-23.559131,-46.635443,True,certificado,Bling Mercado Livre,0,False,8449,51.58,44.7,0,0.26,20,40,5.3,false
129,1139121050,EMPORIO MIX,Medium,gold,5_green,False,1083,54,39,39,0,72.22,4.99,15.64,-23.5612373,-46.5807685,True,certificado,Lexos Hub,0,False,8488,51.82,44.9,0,0.55,26,60,4.6,true
130,3020966052,63.840.253 MATEUS AUGUSTO MORGADO COUTINHO,Medium,platinum,5_green,False,747,64,39,39,0,60.94,8.57,11.24,-23.561712,-46.608046,True,certificado,UpSeller ERP,0,False,8527,52.05,45.1,0,0.11,16,109,8.4,false
131,218698076,DIAMANTE ROSA SHOP,Heavy,platinum,5_green,False,1982,58,39,37,2,67.24,2.93,23.4,-23.5706752,-46.6120388,True,certificado,MDHUB - Antigo MDLIVRE,1,False,8566,52.29,45.3,0,0.09,18,42,2.6,true
132,1771506703,XIAOJUN ZHOU,Heavy,platinum,5_green,False,2332,57,39,36,3,68.42,2.44,24.43,-23.5314465,-46.6217372,True,certificado,UpSeller ERP,0,False,8605,52.53,45.5,0,0.25,18,120,3.1,false
133,585330851,PROFISSIONAL DA LIMPEZA E VARIEDADES,Medium,platinum,5_green,False,817,50,38,25,13,76,6.12,23.88,-23.5744816,-46.5696725,True,certificado,Bling Mercado Livre,1,False,8643,52.76,45.7,0,0.3,39,179,3.2,true
134,1321543338,LIBER STORE,Heavy,platinum,5_green,False,1654,86,38,36,2,44.19,5.2,22.54,-23.554005,-46.6344662,True,certificado,Sistema ERP da Olist,0,False,8681,52.99,45.9,0,0.38,17,42,3.4,true
135,202384844,ENJOY PETS LTDA,Medium,platinum,5_green,False,1333,47,38,37,1,80.85,3.53,28.38,-23.5260264,-46.5914642,True,certificado,MercadoTurbo,0,False,8719,53.23,46.1,0,0.18,19,106,4.5,true
136,1373017909,REAL MO LTDA,Heavy,platinum,5_green,False,2488,42,38,35,3,90.48,1.69,26.24,-23.5243193,-46.6146948,True,no_certificado,TF SOFTWARE LTDA,0,False,8757,53.46,46.3,0,0.15,17,30,1.7,false
