"category_id","agg1","agg2"
"260639","Celulares e Telefones","Óculos"
"74357","Bebês","Quarto do Bebê"
"30206","Indústria e Comércio","Têxtil e Calçado"
"108803","Calçados, Roupas e Bolsas","Agasalhos"
"45248","Instrumentos Musicais","Microfones e Amplificadores"
"116340","Acessórios para Veículos","Ferramentas para Veículos"
"455311","Acessórios para Veículos","Ferramentas para Veículos"
"417767","Beleza e Cuidado Pessoal","Artigos para Cabeleireiros"
"186304","Casa, Móveis e Decoração","Camas, Colchões e Acessórios"
"456110","Casa, Móveis e Decoração","Camas, Colchões e Acessórios"
"1694","Informática","Componentes para PC"
"438554","Informática","Tablets e Acessórios"
"40189","Festas e Lembrancinhas","Lembrancinhas"
"1671","Informática","Componentes para PC"
"38210","Eletrônicos, Áudio e Vídeo","Pilhas e Carregadores"
"271453","Eletrodomésticos","Lavadores"
"429034","Ferramentas","Acessórios para Ferramentas"
"458046","Pet Shop","Laços"
"45256","Acessórios para Veículos","Som Automotivo"
"1071","Pet Shop","Pet Shop"
"446804","Agro","Infra-estrutura Rural"
"123947","Esportes e Fitness","Surf e Bodyboard"
"455216","Acessórios para Veículos","Tags de Pagamento de Pedágio"
"1888","Bebês","Roupas de Bebê"
"454739","Brinquedos e Hobbies","Ar Livre e Playground"
"432833","Brinquedos e Hobbies","Brinquedos de Faz de Conta"
"67513","Esportes e Fitness","Hóquei"
"457451","Festas e Lembrancinhas","Fantasias e Cosplay"
"446795","Agro","Agricultura de Precisão"
"432675","Esportes e Fitness","Beisebol e Softbol"
"277938","Alimentos e Bebidas","Bebidas"
"1405","Alimentos e Bebidas","Bebidas"
"271917","Informática","Acessórios de Antiestática"
"422165","Esportes e Fitness","Handebol"
"457486","Festas e Lembrancinhas","Lembrancinhas para Fiestas"
"457112","Agro","Produçao Animal"
"264752","Beleza e Cuidado Pessoal","Artigos para Cabeleireiros"
"277665","Construção","Loja das Tintas"
"39600","Esportes e Fitness","Golfe"
"432929","Indústria e Comércio","Equipamento para Escritórios"
"455053","Casa, Móveis e Decoração","Segurança para Casa"
"458011","Esportes e Fitness","Cotoveleiras"
"456030","Beleza e Cuidado Pessoal","Cuidados com a Pele"
"270917","Esportes e Fitness","Equitação"
"49520","Calçados, Roupas e Bolsas","Roupas para Bebês"
"271877","Calçados, Roupas e Bolsas","Indumentária Laboral e Escolar"
"431571","Esportes e Fitness","Beisebol e Softbol"
"272117","Eletrodomésticos","Refrigeração"
"28108","Calçados, Roupas e Bolsas","Malas e Bolsas"
"271604","Agro","Produçao Animal"
"270203","Pet Shop","Coelhos"
"271753","Bebês","Segurança para Bebê"
"1503","Construção","Outros"
"454772","Indústria e Comércio","Equipamento para Escritórios"
"439300","Esportes e Fitness","Hóquei"
"1733","Informática","Softwares"
"276628","Calçados, Roupas e Bolsas","Calçados"
"439741","Alimentos e Bebidas","Bebidas"
"425070","Indústria e Comércio","Têxtil e Calçado"
"10589","Brinquedos e Hobbies","Jogos de Tabuleiro e Cartas"
"38167","Eletrônicos, Áudio e Vídeo","Componentes Eletrônicos"
"269708","Esportes e Fitness","Futebol"
"5347","Instrumentos Musicais","Instrumentos de Corda"
"277715","Celulares e Telefones","Acessórios para Celulares"
"277792","Informática","Acessórios de Antiestática"
"2907","Celulares e Telefones","Rádio Comunicadores"
"432020","Calçados, Roupas e Bolsas","Malas e Bolsas"
"439740","Alimentos e Bebidas","Bebidas"
"108789","Calçados, Roupas e Bolsas","Moda Íntima e Lingerie"
"440496","Calçados, Roupas e Bolsas","Indumentária Laboral e Escolar"
"431652","Beleza e Cuidado Pessoal","Farmácia"
"457908","Esportes e Fitness","Tiro Esportivo"
"455920","Alimentos e Bebidas","Frescos"
"45469","Acessórios para Veículos","GNV"
"456124","Acessórios para Veículos","Lubrificantes e Fluidos"
"30075","Casa, Móveis e Decoração","Têxteis de Casa e Decoração"
"414158","Ferramentas","Acessórios para Ferramentas"
"416719","Beleza e Cuidado Pessoal","Artigos para Cabeleireiros"
"278189","Celulares e Telefones","Smartwatches e Acessórios"
"455055","Casa, Móveis e Decoração","Segurança para Casa"
"269943","Ferramentas","Ferramentas para Jardim"
"439119","Indústria e Comércio","Equipamento para Escritórios"
"45081","Esportes e Fitness","Futebol Americano"
"4915","Eletrônicos, Áudio e Vídeo","Acessórios para Áudio e Vídeo"
"456660","Pet Shop","Gaiolas para Animais"
"456844","Agro","Apicultura"
"438492","Festas e Lembrancinhas","Artigos para Festas"
"277926","Indústria e Comércio","Têxtil e Calçado"
"458050","Pet Shop","Cortadores de Unhas"
"6989","Câmeras e Acessórios","Filmadoras"
"277915","Agro","Maquinaria Agrícola"
"458012","Construção","Acessórios de Construção"
"99962","Informática","Limpeza de PCs"
"269582","Calçados, Roupas e Bolsas","Malas e Bolsas"
"190393","Calçados, Roupas e Bolsas","Acessórios de Moda"
"38205","Eletrônicos, Áudio e Vídeo","Controles Remotos"
"457186","Agro","Infra-estrutura Rural"
"457449","Festas e Lembrancinhas","Fantasias e Cosplay"
"271728","Informática","Conectividade e Redes"
"5411","Beleza e Cuidado Pessoal","Artefatos para Cabelo"
"455092","Eletrodomésticos","Lavadores"
"278092","Instrumentos Musicais","Instrumentos de Sopro"
"420294","Bebês","Chupetas e Mordedores"
"2099","Mais Categorias","Artigos para Fumadores"
"456803","Agro","Proteção de Culturas"
"455716","Arte, Papelaria e Armarinho","Arte e Trabalhos Manuais"
"271297","Eletrônicos, Áudio e Vídeo","Drones e Acessórios"
"433354","Brinquedos e Hobbies","Ar Livre e Playground"
"432865","Calçados, Roupas e Bolsas","Indumentária Laboral e Escolar"
"277798","Indústria e Comércio","Equipamento para Escritórios"
"119992","Calçados, Roupas e Bolsas","Acessórios de Moda"
"410885","Alimentos e Bebidas","Comida Preparada"
"433165","Games","Fliperamas e Arcade"
"188065","Calçados, Roupas e Bolsas","Calças"
"434792","Pet Shop","Gatos"
"435319","Construção","Encanamento"
"429252","Construção","Encanamento"
"430391","Calçados, Roupas e Bolsas","Moda Praia"
"439738","Acessórios para Veículos","Pneus e Acessórios"
"439348","Eletrodomésticos","Cuidado Pessoal"
"430410","Câmeras e Acessórios","Drones e Acessórios"
"271881","Calçados, Roupas e Bolsas","Indumentária Laboral e Escolar"
"432134","Beleza e Cuidado Pessoal","Artigos para Cabeleireiros"
"260635","Acessórios para Veículos","Performance"
"270496","Informática","Tablets e Acessórios"
"439275","Indústria e Comércio","Uniformes e Roupa de Trabalho"
"424965","Eletrodomésticos","Bebedouros e Purificadores"
"454915","Indústria e Comércio","Publicidade e Promoção"
"439265","Calçados, Roupas e Bolsas","Indumentária Laboral e Escolar"
"118026","Joias e Relógios","Acessórios Para Relógios"
"271612","Beleza e Cuidado Pessoal","Tratamentos de Beleza"
"432160","Calçados, Roupas e Bolsas","Indumentária Laboral e Escolar"
"180244","Celulares e Telefones","Peças para Celular"
"457105","Agro","Máquinas Forrageiras"
"85867","Pet Shop","Cavalos"
"436420","Casa, Móveis e Decoração","Organização para Casa"
"439251","Acessórios para Veículos","Performance"
"278155","Mais Categorias","Artigos para Fumadores"
"270304","Brinquedos e Hobbies","Brinquedos de Faz de Conta"
"182081","Beleza e Cuidado Pessoal","Maquiagem"
"214859","Acessórios para Veículos","Performance"
"278129","Beleza e Cuidado Pessoal","Artigos para Cabeleireiros"
"435070","Saúde","Mobilidade"
"39539","Esportes e Fitness","Golfe"
"70616","Beleza e Cuidado Pessoal","Maquiagem"
"44388","Eletrônicos, Áudio e Vídeo","Aparelhos DVD e Bluray"
"4980","Informática","Armazenamento"
"432206","Esportes e Fitness","Golfe"
"9709","Instrumentos Musicais","Pianos e Teclados"
"457403","Festas e Lembrancinhas","Fantasias e Cosplay"
"454770","Indústria e Comércio","Equipamento para Escritórios"
"85870","Pet Shop","Gatos"
"278201","Esportes e Fitness","Pilates e Yoga"
"277903","Indústria e Comércio","Embalagem e Logística"
"271219","Calçados, Roupas e Bolsas","Kits de Conjuntos de Roupa"
"269934","Ferramentas","Ferramentas para Jardim"
"430539","Bebês","Alimentação e Amamentação"
"437910","Calçados, Roupas e Bolsas","Roupas para Bebês"
"271727","Games","Fliperamas e Arcade"
"271830","Construção","Pisos e Rejuntes"
"372909","Acessórios para Veículos","GNV"
"455757","Arte, Papelaria e Armarinho","Arte e Trabalhos Manuais"
"85847","Pet Shop","Aves e Acessórios"
"1660","Informática","Leitores e Scanners"
"75942","Celulares e Telefones","Peças para Celular"
"260631","Acessórios para Veículos","Tuning"
"199651","Beleza e Cuidado Pessoal","Cuidados com a Pele"
"70617","Beleza e Cuidado Pessoal","Maquiagem"
"455801","Brinquedos e Hobbies","Brinquedos Eletrônicos"
"456571","Informática","Acessórios para PC Gaming"
"455553","Esportes e Fitness","Golfe"
"435214","Instrumentos Musicais","Equipamento para DJs"
"429038","Brinquedos e Hobbies","Ar Livre e Playground"
"271198","Saúde","Ortopedia"
"9163","Casa, Móveis e Decoração","Têxteis de Casa e Decoração"
"457519","Festas e Lembrancinhas","Lembrancinhas para Fiestas"
"429335","Pet Shop","Gatos"
"1055","Celulares e Telefones","Celulares e Smartphones"
"5802","Acessórios para Veículos","Outros"
"270415","Indústria e Comércio","Embalagem e Logística"
"417672","Calçados, Roupas e Bolsas","Moda Íntima e Lingerie"
"270503","Indústria e Comércio","Segurança Laboral"
"9697","Instrumentos Musicais","Instrumentos de Corda"
"321149","Construção","Aberturas"
"271860","Games","Fliperamas e Arcade"
"277634","Alimentos e Bebidas","Bebidas"
"271827","Indústria e Comércio","Segurança Laboral"
"437225","Calçados, Roupas e Bolsas","Moda Íntima e Lingerie"
"277493","Indústria e Comércio","Embalagem e Logística"
"432826","Brinquedos e Hobbies","Brinquedos de Faz de Conta"
"270288","Brinquedos e Hobbies","Brinquedos de Faz de Conta"
"179711","Construção","Aberturas"
"437818","Câmeras e Acessórios","Equipamento de Revelação"
"418371","Construção","Encanamento"
"28209","Bebês","Roupas de Bebê"
"429413","Acessórios para Veículos","Ferramentas para Veículos"
"198899","Beleza e Cuidado Pessoal","Depilação"
"432638","Calçados, Roupas e Bolsas","Acessórios de Moda"
"7516","Celulares e Telefones","Telefonia Fixa e Sem Fio"
"72776","Instrumentos Musicais","Instrumentos de Corda"
"195030","Calçados, Roupas e Bolsas","Moda Íntima e Lingerie"
"264790","Beleza e Cuidado Pessoal","Barbearia"
"271287","Construção","Loja das Tintas"
"1949","Antiguidades e Coleções","Cédulas e Moedas"
"271712","Acessórios para Veículos","Ferramentas para Veículos"
"455563","Esportes e Fitness","Patín e Skateboard"
"432808","Brinquedos e Hobbies","Artes e Atividades"
"33436","Casa, Móveis e Decoração","Camas, Colchões e Acessórios"
"270692","Indústria e Comércio","Têxtil e Calçado"
"85874","Pet Shop","Peixes"
"277555","Casa, Móveis e Decoração","Segurança para Casa"
"194811","Alimentos e Bebidas","Bebidas"
"455720","Arte, Papelaria e Armarinho","Arte e Trabalhos Manuais"
"269774","Construção","Mobiliário para Banheiros"
"61283","Celulares e Telefones","Peças para Celular"
"437621","Brinquedos e Hobbies","Bonecos e Bonecas"
"377252","Pet Shop","Gatos"
"270375","Celulares e Telefones","Peças para Celular"
"270130","Brinquedos e Hobbies","Instrumentos Musicais"
"431870","Casa, Móveis e Decoração","Organização para Casa"
"420223","Acessórios para Veículos","Pneus e Acessórios"
"277917","Agro","Maquinaria Agrícola"
"455700","Mais Categorias","Esoterismo e Ocultismo"
"432836","Brinquedos e Hobbies","Brinquedos de Faz de Conta"
"455837","Informática","Limpeza de PCs"
"435178","Instrumentos Musicais","Equipamento para DJs"
"45236","Eletrônicos, Áudio e Vídeo","Componentes Eletrônicos"
"1358","Esportes e Fitness","Outros"
"277361","Bebês","Saúde do Bebê"
"39538","Esportes e Fitness","Golfe"
"420384","Brinquedos e Hobbies","Brinquedos para Bebês"
"278233","Construção","Loja das Tintas"
"388017","Beleza e Cuidado Pessoal","Cuidados com o Cabelo"
"457080","Agro","Energia Renovável"
"271645","Agro","Insumos Gadeiros"
"278159","Brinquedos e Hobbies","Lançadores de Brinquedo"
"7070","Casa, Móveis e Decoração","Segurança para Casa"
"431848","Alimentos e Bebidas","Comida Preparada"
"260619","Acessórios para Veículos","Tuning"
"277446","Indústria e Comércio","Equipamento para Escritórios"
"278200","Eletrônicos, Áudio e Vídeo","Componentes Eletrônicos"
"455076","Eletrodomésticos","Fornos e Fogões"
"278284","Mais Categorias","Artigos para Fumadores"
"4478","Instrumentos Musicais","Equipamento para DJs"
"432173","Festas e Lembrancinhas","Decoração de Festa"
"44366","Saúde","Terapias Alternativas"
"435788","Construção","Mobiliário para Banheiros"
"457102","Agro","Máquinas Forrageiras"
"186806","Casa, Móveis e Decoração","Têxteis de Casa e Decoração"
"410995","Esportes e Fitness","Rapel, Montanhismo e Escalada"
"270260","Eletrônicos, Áudio e Vídeo","Componentes Eletrônicos"
"454907","Indústria e Comércio","Segurança Laboral"
"270411","Alimentos e Bebidas","Bebidas"
"438914","Esportes e Fitness","Artes Marciais e Boxe"
"456272","Música, Filmes e Seriados","Vídeos de Receitas e DIY"
"243791","Acessórios para Veículos","Lubrificantes e Fluidos"
"432962","Calçados, Roupas e Bolsas","Indumentária Laboral e Escolar"
"436259","Casa, Móveis e Decoração","Camas, Colchões e Acessórios"
"455083","Eletrodomésticos","Fornos e Fogões"
"420379","Bebês","Banho do Bebê"
"455068","Eletrodomésticos","Fornos e Fogões"
"420155","Pet Shop","Peixes"
"433353","Brinquedos e Hobbies","Ar Livre e Playground"
"4520","Informática","Leitores e Scanners"
"4063","Câmeras e Acessórios","Instrumentos Ópticos "
"456128","Acessórios para Veículos","Lubrificantes e Fluidos"
"437494","Beleza e Cuidado Pessoal","Maquiagem"
"7503","Celulares e Telefones","Telefonia Fixa e Sem Fio"
"1696","Informática","Componentes para PC"
"431893","Acessórios para Veículos","GNV"
"278161","Brinquedos e Hobbies","Lançadores de Brinquedo"
"439257","Acessórios para Veículos","Performance"
"435329","Construção","Encanamento"
"251836","Pet Shop","Gatos"
"418069","Instrumentos Musicais","Pianos e Teclados"
"277663","Construção","Loja das Tintas"
"437689","Brinquedos e Hobbies","Brinquedos para Bebês"
"271377","Pet Shop","Cavalos"
"186423","Indústria e Comércio","Segurança Laboral"
"277803","Esportes e Fitness","Artes Marciais e Boxe"
"4554","Informática","Acessórios para PC Gaming"
"420298","Bebês","Maternidade"
"10518","Esportes e Fitness","Artes Marciais e Boxe"
"109197","Arte, Papelaria e Armarinho","Arte e Trabalhos Manuais"
"251838","Pet Shop","Gatos"
"456644","Esportes e Fitness","Patinetes e Scooters"
"30181","Indústria e Comércio","Têxtil e Calçado"
"421381","Esportes e Fitness","Esqui e Snowboard"
"270611","Indústria e Comércio","Gráfica e Impressão"
"434833","Pet Shop","Peixes"
"271066","Brinquedos e Hobbies","Brinquedos de Praia e Piscina"
"412681","Indústria e Comércio","Gráfica e Impressão"
"123957","Esportes e Fitness","Natação"
"429010","Joias e Relógios","Relógios"
"455186","Eletrodomésticos","Cuidado Pessoal"
"5124","Joias e Relógios","Relógios"
"251837","Pet Shop","Gatos"
"430418","Câmeras e Acessórios","Drones e Acessórios"
"269858","Construção","Mobiliário para Banheiros"
"180306","Esportes e Fitness","Futebol"
"437529","Mais Categorias","Esoterismo e Ocultismo"
"9631","Informática","Leitores e Scanners"
"430924","Ferramentas","Acessórios para Ferramentas"
"270696","Indústria e Comércio","Têxtil e Calçado"
"458006","Calçados, Roupas e Bolsas","Indumentária Laboral e Escolar"
"433438","Eletrodomésticos","Lavadores"
"434829","Pet Shop","Peixes"
"392534","Acessórios para Veículos","Ferramentas para Veículos"
"1914","Câmeras e Acessórios","Outros"
"49555","Acessórios para Veículos","Navegadores GPS para Vehículos"
"457037","Informática","Conectividade e Redes"
"179805","Construção","Pisos e Rejuntes"
"430962","Indústria e Comércio","Equipamento para Escritórios"
"45258","Acessórios para Veículos","Navegadores GPS para Vehículos"
"420392","Bebês","Roupas de Bebê"
"46243","Brinquedos e Hobbies","Anti-stress e Engenho"
"438276","Esportes e Fitness","Esgrima"
"439235","Acessórios para Veículos","Performance"
"437783","Acessórios para Veículos","Ferramentas para Veículos"
"4901","Eletrônicos, Áudio e Vídeo","Outros Eletrônicos"
"457495","Festas e Lembrancinhas","Lembrancinhas para Fiestas"
"432587","Esportes e Fitness","Rapel, Montanhismo e Escalada"
"30849","Eletrodomésticos","Fornos e Fogões"
"223379","Esportes e Fitness","Badminton"
"278166","Celulares e Telefones","Acessórios para Celulares"
"8197","Brinquedos e Hobbies","Mini Veículos e Bicicletas"
"256815","Festas e Lembrancinhas","Decoração de Festa"
"270921","Esportes e Fitness","Equitação"
"11609","Informática","Projetores e Telas"
"457440","Festas e Lembrancinhas","Fantasias e Cosplay"
"200336","Beleza e Cuidado Pessoal","Cuidados com a Pele"
"432851","Calçados, Roupas e Bolsas","Indumentária Laboral e Escolar"
"431864","Acessórios para Veículos","Limpeza Automotiva"
"442409","Agro","Insumos Agrícolas"
"270898","Pet Shop","Anfíbios e Répteis"
"107292","Calçados, Roupas e Bolsas","Camisas"
"430188","Celulares e Telefones","Rádio Comunicadores"
"190436","Calçados, Roupas e Bolsas","Acessórios de Moda"
"455410","Eletrodomésticos","Lavadores"
"272185","Indústria e Comércio","Embalagem e Logística"
"6284","Beleza e Cuidado Pessoal","Perfumes"
"271586","Construção","Encanamento"
"271361","Construção","Loja das Tintas"
"438796","Esportes e Fitness","Rugby"
"1658","Informática","Componentes para PC"
"277697","Agro","Armezenamento"
"458051","Pet Shop","Creme Dental"
"437620","Brinquedos e Hobbies","Bonecos e Bonecas"
"270133","Saúde","Ortopedia"
"74072","Games","Peças para Consoles"
"457436","Festas e Lembrancinhas","Fantasias e Cosplay"
"433699","Construção","Acessórios de Construção"
"61637","Acessórios para Veículos","Som Automotivo"
"456151","Beleza e Cuidado Pessoal","Tratamentos de Beleza"
"455310","Acessórios para Veículos","Ferramentas para Veículos"
"458020","Beleza e Cuidado Pessoal","Farmácia"
"10305","Informática","Palms e Handhelds"
"194028","Acessórios para Veículos","Lubrificantes e Fluidos"
"454913","Indústria e Comércio","Segurança Laboral"
"48544","Celulares e Telefones","Peças para Celular"
"431126","Brinquedos e Hobbies","Brinquedos de Faz de Conta"
"9160","Indústria e Comércio","Equipamento para Escritórios"
"277407","Indústria e Comércio","Segurança Laboral"
"189208","Ferramentas","Acessórios para Ferramentas"
"39509","Esportes e Fitness","Patín e Skateboard"
"432434","Construção","Encanamento"
"8279","Informática","Acessórios para PC Gaming"
"455931","Alimentos e Bebidas","Comida Preparada"
"454729","Esportes e Fitness","Surf e Bodyboard"
"438517","Instrumentos Musicais","Instrumentos de Corda"
"431639","Beleza e Cuidado Pessoal","Tratamentos de Beleza"
"38249","Eletrônicos, Áudio e Vídeo","Componentes Eletrônicos"
"169506","Beleza e Cuidado Pessoal","Artigos para Cabeleireiros"
"270501","Beleza e Cuidado Pessoal","Tratamentos de Beleza"
"5412","Beleza e Cuidado Pessoal","Artefatos para Cabelo"
"72746","Instrumentos Musicais","Instrumentos de Corda"
"439221","Celulares e Telefones","Rádio Comunicadores"
"456072","Beleza e Cuidado Pessoal","Maquiagem"
"457894","Brinquedos e Hobbies","Bonecos e Bonecas"
"439296","Esportes e Fitness","Futebol Americano"
"278121","Saúde","Mobilidade"
"434843","Pet Shop","Aves e Acessórios"
"255707","Ingressos","Shows"
"429116","Esportes e Fitness","Equitação"
"4219","Acessórios para Veículos","Tuning"
"277916","Indústria e Comércio","Têxtil e Calçado"
"67882","Esportes e Fitness","Mergulho"
"420430","Bebês","Passeio do Bebê"
"74349","Bebês","Quarto do Bebê"
"430527","Bebês","Saúde do Bebê"
"455743","Eletrodomésticos","Cuidado Pessoal"
"437501","Beleza e Cuidado Pessoal","Maquiagem"
"123975","Esportes e Fitness","Parapente"
"72745","Instrumentos Musicais","Instrumentos de Corda"
"434728","Bebês","Roupas de Bebê"
"455127","Esportes e Fitness","Tênis, Paddle e Squash"
"5932","Informática","Componentes para PC"
"457408","Festas e Lembrancinhas","Fantasias e Cosplay"
"457946","Bebês","Quarto do Bebê"
"439435","Acessórios para Veículos","Performance"
"268325","Bebês","Segurança para Bebê"
"437684","Brinquedos e Hobbies","Brinquedos Eletrônicos"
"454755","Calçados, Roupas e Bolsas","Acessórios de Moda"
"446806","Agro","Infra-estrutura Rural"
"456799","Agro","Proteção de Culturas"
"277654","Mais Categorias","Equipamento para Tatuagens"
"264181","Saúde","Mobilidade"
"432001","Calçados, Roupas e Bolsas","Malas e Bolsas"
"417765","Construção","Mobiliário para Banheiros"
"456079","Alimentos e Bebidas","Comida Preparada"
"277603","Informática","Leitores e Scanners"
"455775","Arte, Papelaria e Armarinho","Arte e Trabalhos Manuais"
"118042","Construção","Pisos e Rejuntes"
"73891","Brinquedos e Hobbies","Brinquedos Eletrônicos"
"9618","Eletrônicos, Áudio e Vídeo","Projetores e Telas"
"269718","Alimentos e Bebidas","Bebidas"
"434811","Instrumentos Musicais","Instrumentos de Sopro"
"1902","Casa, Móveis e Decoração","Outros"
"270539","Ferramentas","Caixas e Organizadores"
"418975","Eletrônicos, Áudio e Vídeo","Projetores e Telas"
"38166","Eletrônicos, Áudio e Vídeo","Componentes Eletrônicos"
"424962","Brinquedos e Hobbies","Hobbies"
"455251","Casa, Móveis e Decoração","Segurança para Casa"
"271707","Ferramentas","Acessórios para Ferramentas"
"264312","Saúde","Ortopedia"
"5365","Bebês","Andadores e Mini Veículos"
"33383","Ferramentas","Acessórios para Ferramentas"
"271842","Festas e Lembrancinhas","Decoração de Festa"
"432782","Esportes e Fitness","Tênis, Paddle e Squash"
"269772","Indústria e Comércio","Segurança Laboral"
"432611","Esportes e Fitness","Golfe"
"244742","Brinquedos e Hobbies","Jogos de Tabuleiro e Cartas"
"38250","Eletrônicos, Áudio e Vídeo","Componentes Eletrônicos"
"401167","Construção","Mobiliário para Banheiros"
"277515","Informática","Conectividade e Redes"
"3933","Acessórios para Veículos","Pneus e Acessórios"
"457253","Esportes e Fitness","Equitação"
"429246","Brinquedos e Hobbies","Brinquedos Eletrônicos"
"3387","Acessórios para Veículos","Som Automotivo"
"278007","Construção","Mobiliário para Cozinhas"
"29289","Instrumentos Musicais","Instrumentos de Corda"
"123979","Esportes e Fitness","Parapente"
"455655","Eletrodomésticos","Bebedouros e Purificadores"
"269512","Esportes e Fitness","Golfe"
"58727","Câmeras e Acessórios","Lentes e Filtros"
"457437","Festas e Lembrancinhas","Equipamento para Festas"
"1440","Joias e Relógios","Joias e Bijuterias"
"436415","Casa, Móveis e Decoração","Organização para Casa"
"439066","Instrumentos Musicais","Partituras e Letras"
"432863","Calçados, Roupas e Bolsas","Indumentária Laboral e Escolar"
"420389","Brinquedos e Hobbies","Brinquedos para Bebês"
"270865","Indústria e Comércio","Embalagem e Logística"
"417840","Esportes e Fitness","Patín e Skateboard"
"414385","Calçados, Roupas e Bolsas","Indumentária Laboral e Escolar"
"269709","Brinquedos e Hobbies","Brinquedos Eletrônicos"
"31439","Bebês","Roupas de Bebê"
"457916","Acessórios para Veículos","Lubrificantes e Fluidos"
"457548","Pet Shop","Gatos"
"431829","Eletrônicos, Áudio e Vídeo","Cabos"
"46209","Festas e Lembrancinhas","Artigos para Festas"
"11608","Eletrônicos, Áudio e Vídeo","Componentes Eletrônicos"
"439121","Indústria e Comércio","Equipamento para Escritórios"
"441114","Antiguidades e Coleções","Cédulas e Moedas"
"1887","Bebês","Brinquedos para Bebês"
"417912","Bebês","Higiene e Cuidados com o Bebê"
"277511","Esportes e Fitness","Tiro Esportivo"
"429346","Construção","Encanamento"
"438004","Casa, Móveis e Decoração","Têxteis de Casa e Decoração"
"455063","Eletrodomésticos","Fornos e Fogões"
"439280","Esportes e Fitness","Windsurfe"
"276330","Indústria e Comércio","Equipamento para Escritórios"
"1082","Pet Shop","Gatos"
"457202","Agro","Maquinaria Agrícola"
"439291","Esportes e Fitness","Futebol"
"458707","Esportes e Fitness","Parapente"
"430584","Acessórios para Veículos","Limpeza Automotiva"
"278058","Instrumentos Musicais","Instrumentos de Sopro"
"437679","Calçados, Roupas e Bolsas","Acessórios de Moda"
"277497","Saúde","Mobilidade"
"11141","Informática","Palms e Handhelds"
"445759","Acessórios para Veículos","Serviços Programados"
"73352","Informática","Componentes para PC"
"433255","Indústria e Comércio","Equipamento para Escritórios"
"456846","Agro","Lubrificantes e Fluidos"
"1673","Informática","Componentes para PC"
"455510","Brinquedos e Hobbies","Mini Veículos e Bicicletas"
"187055","Calçados, Roupas e Bolsas","Moda Íntima e Lingerie"
"1780","Acessórios para Veículos","Tuning"
"455588","Ferramentas","Ferramentas para Jardim"
"438982","Casa, Móveis e Decoração","Têxteis de Casa e Decoração"
"440299","Acessórios para Veículos","Segurança Veicular"
"278197","Beleza e Cuidado Pessoal","Barbearia"
"209017","Ferramentas","Ferramentas para Jardim"
"271689","Informática","Conectividade e Redes"
"277328","Informática","Armazenamento"
"194810","Alimentos e Bebidas","Bebidas"
"263728","Acessórios para Veículos","Limpeza Automotiva"
"1516","Agro","Outros"
"430193","Acessórios para Veículos","Som Automotivo"
"429175","Esportes e Fitness","Esqui e Snowboard"
"435056","Esportes e Fitness","Equitação"
"264183","Saúde","Mobilidade"
"90609","Games","Peças para Consoles"
"28138","Calçados, Roupas e Bolsas","Roupas para Bebês"
"435623","Construção","Loja das Tintas"
"435331","Construção","Encanamento"
"278238","Alimentos e Bebidas","Bebidas"
"454728","Esportes e Fitness","Surf e Bodyboard"
"456481","Música, Filmes e Seriados","Conteúdo Esportivo"
"277781","Festas e Lembrancinhas","Espuma, Serpentinas e Confete"
"420185","Indústria e Comércio","Têxtil e Calçado"
"455446","Construção","Encanamento"
"457536","Esportes e Fitness","Canoas, Caiaques e Infláveis"
"196932","Calçados, Roupas e Bolsas","Agasalhos"
"100717","Câmeras e Acessórios","Equipamento de Revelação"
"457170","Agro","Infra-estrutura Rural"
"429050","Esportes e Fitness","Futebol"
"430790","Informática","Conectividade e Redes"
"457884","Brinquedos e Hobbies","Jogos de Tabuleiro e Cartas"
"417356","Alimentos e Bebidas","Bebidas"
"271130","Indústria e Comércio","Embalagem e Logística"
"269731","Pet Shop","Aves e Acessórios"
"7933","Brinquedos e Hobbies","Hobbies"
"194211","Casa, Móveis e Decoração","Segurança para Casa"
"457465","Festas e Lembrancinhas","Equipamento para Festas"
"45713","Instrumentos Musicais","Instrumentos de Corda"
"457506","Festas e Lembrancinhas","Lembrancinhas para Fiestas"
"5914","Informática","Periféricos para PC"
"271745","Esportes e Fitness","Beisebol e Softbol"
"263854","Mais Categorias","Artigos para Fumadores"
"270296","Brinquedos e Hobbies","Brinquedos de Faz de Conta"
"456843","Agro","Apicultura"
"74116","Games","Fliperamas e Arcade"
"457457","Festas e Lembrancinhas","Fantasias e Cosplay"
"434342","Calçados, Roupas e Bolsas","Indumentária Laboral e Escolar"
"270305","Esportes e Fitness","Rapel, Montanhismo e Escalada"
"456726","Brinquedos e Hobbies","Mini Veículos e Bicicletas"
"6217","Música, Filmes e Seriados","Seriados"
"455420","Alimentos e Bebidas","Frescos"
"431732","Joias e Relógios","Artigos de Joalharia"
"457468","Festas e Lembrancinhas","Decoração de Festa"
"457383","Joias e Relógios","Joias e Bijuterias"
"437338","Acessórios para Veículos","Segurança Veicular"
"278267","Beleza e Cuidado Pessoal","Tratamentos de Beleza"
"278096","Instrumentos Musicais","Instrumentos de Sopro"
"433727","Celulares e Telefones","Acessórios para Celulares"
"434734","Instrumentos Musicais","Instrumentos de Sopro"
"264805","Beleza e Cuidado Pessoal","Barbearia"
"438913","Esportes e Fitness","Artes Marciais e Boxe"
"433046","Brinquedos e Hobbies","Lançadores de Brinquedo"
"67531","Esportes e Fitness","Artes Marciais e Boxe"
