"category_id","agg1","agg2"
"74080","Games","Acessórios para Consoles"
"118905","Games","Acessórios para Consoles"
"86745","Games","Acessórios para Consoles"
"74088","Games","Acessórios para Consoles"
"272113","Games","Acessórios para Consoles"
"455265","Games","Acessórios para Consoles"
"74081","Games","Acessórios para Consoles"
"271448","Games","Acessórios para Consoles"
"277786","Games","Acessórios para Consoles"
"434362","Games","Acessórios para Consoles"
"86734","Games","Acessórios para Consoles"
"272001","Games","Acessórios para Consoles"
"58425","Games","Acessórios para Consoles"
"10018","Games","Acessórios para Consoles"
"73853","Games","Acessórios para Consoles"
"268172","Games","Acessórios para Consoles"
"58437","Games","Acessórios para Consoles"
"72956","Games","Acessórios para Consoles"
"272112","Games","Acessórios para Consoles"
"39325","Games","Acessórios para Consoles"
"74066","Games","Acessórios para Consoles"
"129768","Games","Acessórios para Consoles"
"268173","Games","Acessórios para Consoles"
"87334","Games","Acessórios para Consoles"
"127875","Games","Acessórios para Consoles"
"421287","Games","Acessórios para Consoles"
"272106","Games","Acessórios para Consoles"
"73851","Games","Acessórios para Consoles"
"129726","Games","Acessórios para Consoles"
"87325","Games","Acessórios para Consoles"
"87328","Games","Acessórios para Consoles"
"417719","Games","Acessórios para Consoles"
"39309","Games","Acessórios para Consoles"
"86747","Games","Acessórios para Consoles"
"420721","Games","Acessórios para Consoles"
"58413","Games","Acessórios para Consoles"
"439554","Games","Acessórios para Consoles"
"87309","Games","Acessórios para Consoles"
"455268","Games","Acessórios para Consoles"
"233846","Games","Acessórios para Consoles"
"129761","Games","Acessórios para Consoles"
"434360","Games","Acessórios para Consoles"
"73893","Games","Acessórios para Consoles"
"5189","Games","Acessórios para Consoles"
"58408","Games","Acessórios para Consoles"
"118890","Games","Acessórios para Consoles"
"439059","Games","Acessórios para Consoles"
"58417","Games","Acessórios para Consoles"
"118902","Games","Acessórios para Consoles"
"58439","Games","Acessórios para Consoles"
"74074","Games","Acessórios para Consoles"
"272189","Games","Acessórios para Consoles"
"439970","Games","Acessórios para Consoles"
"10015","Games","Acessórios para Consoles"
"272091","Games","Acessórios para Consoles"
"73892","Games","Acessórios para Consoles"
"233845","Games","Acessórios para Consoles"
"268333","Games","Acessórios para Consoles"
"272103","Games","Acessórios para Consoles"
"272194","Games","Acessórios para Consoles"
"455273","Games","Acessórios para Consoles"
"455415","Games","Acessórios para Consoles"
"87313","Games","Acessórios para Consoles"
"439686","Games","Acessórios para Consoles"
"434365","Games","Acessórios para Consoles"
"74076","Games","Acessórios para Consoles"
"431322","Games","Acessórios para Consoles"
"127877","Games","Acessórios para Consoles"
"58404","Games","Acessórios para Consoles"
"58414","Games","Acessórios para Consoles"
"455413","Games","Acessórios para Consoles"
"58409","Games","Acessórios para Consoles"
"95233","Games","Acessórios para Consoles"
"236060","Games","Acessórios para Consoles"
"272003","Games","Acessórios para Consoles"
"58410","Games","Acessórios para Consoles"
"74079","Games","Acessórios para Consoles"
"418055","Games","Acessórios para Consoles"
"73848","Games","Acessórios para Consoles"
"58438","Games","Acessórios para Consoles"
"74090","Games","Acessórios para Consoles"
"431477","Games","Acessórios para Consoles"
"439071","Games","Acessórios para Consoles"
"87312","Games","Acessórios para Consoles"
"129684","Games","Acessórios para Consoles"
"420727","Games","Acessórios para Consoles"
"277383","Games","Acessórios para Consoles"
"272191","Games","Acessórios para Consoles"
"455274","Games","Acessórios para Consoles"
"58423","Games","Acessórios para Consoles"
"129770","Games","Acessórios para Consoles"
"439673","Games","Acessórios para Consoles"
"272110","Games","Acessórios para Consoles"
"87348","Games","Acessórios para Consoles"
"272188","Games","Acessórios para Consoles"
"87326","Games","Acessórios para Consoles"
"439685","Games","Acessórios para Consoles"
"439684","Games","Acessórios para Consoles"
"439538","Games","Acessórios para Consoles"
"272092","Games","Acessórios para Consoles"
"432409","Games","Acessórios para Consoles"
"43198","Games","Acessórios para Consoles"
"271447","Games","Acessórios para Consoles"
"439674","Games","Acessórios para Consoles"
"5188","Games","Acessórios para Consoles"
"268171","Games","Acessórios para Consoles"
"272192","Games","Acessórios para Consoles"
"439661","Games","Acessórios para Consoles"
"58412","Games","Acessórios para Consoles"
"455246","Games","Acessórios para Consoles"
"74094","Games","Acessórios para Consoles"
"431480","Games","Acessórios para Consoles"
"272004","Games","Acessórios para Consoles"
"58434","Games","Acessórios para Consoles"
"431478","Games","Acessórios para Consoles"
"129771","Games","Acessórios para Consoles"
"430787","Câmeras e Acessórios","Acessórios para Câmeras"
"271702","Câmeras e Acessórios","Acessórios para Câmeras"
"7046","Câmeras e Acessórios","Acessórios para Câmeras"
"270243","Câmeras e Acessórios","Acessórios para Câmeras"
"431309","Câmeras e Acessórios","Acessórios para Câmeras"
"420012","Câmeras e Acessórios","Acessórios para Câmeras"
"3357","Câmeras e Acessórios","Acessórios para Câmeras"
"271861","Câmeras e Acessórios","Acessórios para Câmeras"
"271194","Câmeras e Acessórios","Acessórios para Câmeras"
"278135","Câmeras e Acessórios","Acessórios para Câmeras"
"271110","Câmeras e Acessórios","Acessórios para Câmeras"
"271357","Câmeras e Acessórios","Acessórios para Câmeras"
"38267","Câmeras e Acessórios","Acessórios para Câmeras"
"103464","Câmeras e Acessórios","Acessórios para Câmeras"
"277398","Câmeras e Acessórios","Acessórios para Câmeras"
"252302","Câmeras e Acessórios","Acessórios para Câmeras"
"17697","Câmeras e Acessórios","Acessórios para Câmeras"
"430375","Câmeras e Acessórios","Acessórios para Câmeras"
"38193","Câmeras e Acessórios","Acessórios para Câmeras"
"7051","Câmeras e Acessórios","Acessórios para Câmeras"
"278140","Câmeras e Acessórios","Acessórios para Câmeras"
"430355","Câmeras e Acessórios","Acessórios para Câmeras"
"263458","Câmeras e Acessórios","Acessórios para Câmeras"
"271838","Câmeras e Acessórios","Acessórios para Câmeras"
"50100","Câmeras e Acessórios","Acessórios para Câmeras"
"38190","Câmeras e Acessórios","Acessórios para Câmeras"
"9522","Câmeras e Acessórios","Acessórios para Câmeras"
"277424","Câmeras e Acessórios","Acessórios para Câmeras"
"420019","Câmeras e Acessórios","Acessórios para Câmeras"
"438493","Câmeras e Acessórios","Acessórios para Câmeras"
"277790","Câmeras e Acessórios","Acessórios para Câmeras"
"430372","Câmeras e Acessórios","Acessórios para Câmeras"
"38264","Câmeras e Acessórios","Acessórios para Câmeras"
"432143","Câmeras e Acessórios","Acessórios para Câmeras"
"277335","Câmeras e Acessórios","Acessórios para Câmeras"
"234574","Câmeras e Acessórios","Acessórios para Câmeras"
"277403","Câmeras e Acessórios","Acessórios para Câmeras"
"431284","Câmeras e Acessórios","Acessórios para Câmeras"
"430378","Câmeras e Acessórios","Acessórios para Câmeras"
"277321","Câmeras e Acessórios","Acessórios para Câmeras"
"271543","Câmeras e Acessórios","Acessórios para Câmeras"
"271836","Câmeras e Acessórios","Acessórios para Câmeras"
"271918","Câmeras e Acessórios","Acessórios para Câmeras"
"103465","Câmeras e Acessórios","Acessórios para Câmeras"
"65235","Câmeras e Acessórios","Acessórios para Câmeras"
"269730","Câmeras e Acessórios","Acessórios para Câmeras"
"233527","Câmeras e Acessórios","Acessórios para Câmeras"
"430342","Câmeras e Acessórios","Acessórios para Câmeras"
"264134","Câmeras e Acessórios","Acessórios para Câmeras"
"38192","Câmeras e Acessórios","Acessórios para Câmeras"
"271852","Câmeras e Acessórios","Acessórios para Câmeras"
"454752","Câmeras e Acessórios","Acessórios para Câmeras"
"103461","Câmeras e Acessórios","Acessórios para Câmeras"
"5653","Câmeras e Acessórios","Acessórios para Câmeras"
"38191","Câmeras e Acessórios","Acessórios para Câmeras"
"271703","Câmeras e Acessórios","Acessórios para Câmeras"
"271872","Câmeras e Acessórios","Acessórios para Câmeras"
"233526","Câmeras e Acessórios","Acessórios para Câmeras"
"430469","Câmeras e Acessórios","Acessórios para Câmeras"
"430373","Câmeras e Acessórios","Acessórios para Câmeras"
"4893","Câmeras e Acessórios","Acessórios para Câmeras"
"271704","Câmeras e Acessórios","Acessórios para Câmeras"
"4892","Câmeras e Acessórios","Acessórios para Câmeras"
"430379","Câmeras e Acessórios","Acessórios para Câmeras"
"6925","Mais Categorias","Adultos"
"2796","Mais Categorias","Adultos"
"41924","Mais Categorias","Adultos"
"2784","Mais Categorias","Adultos"
"271597","Mais Categorias","Adultos"
"270248","Mais Categorias","Adultos"
"271569","Mais Categorias","Adultos"
"271752","Mais Categorias","Adultos"
"2785","Mais Categorias","Adultos"
"271849","Mais Categorias","Adultos"
"269771","Mais Categorias","Adultos"
"271191","Mais Categorias","Adultos"
"271203","Mais Categorias","Adultos"
"277439","Mais Categorias","Adultos"
"2799","Mais Categorias","Adultos"
"182101","Mais Categorias","Adultos"
"2793","Mais Categorias","Adultos"
"2752","Mais Categorias","Adultos"
"271750","Mais Categorias","Adultos"
"2817","Mais Categorias","Adultos"
"271625","Mais Categorias","Adultos"
"270337","Mais Categorias","Adultos"
"270060","Mais Categorias","Adultos"
"277722","Mais Categorias","Adultos"
"270255","Mais Categorias","Adultos"
"2770","Mais Categorias","Adultos"
"2797","Mais Categorias","Adultos"
"271536","Mais Categorias","Adultos"
"270247","Mais Categorias","Adultos"
"270931","Mais Categorias","Adultos"
"271634","Mais Categorias","Adultos"
"270259","Mais Categorias","Adultos"
"41923","Mais Categorias","Adultos"
"270535","Mais Categorias","Adultos"
"270343","Mais Categorias","Adultos"
"182099","Mais Categorias","Adultos"
"271629","Mais Categorias","Adultos"
"274906","Mais Categorias","Adultos"
"271605","Mais Categorias","Adultos"
"270246","Mais Categorias","Adultos"
"2781","Mais Categorias","Adultos"
"271748","Mais Categorias","Adultos"
"2789","Mais Categorias","Adultos"
"270334","Mais Categorias","Adultos"
"271714","Mais Categorias","Adultos"
"271787","Mais Categorias","Adultos"
"270282","Mais Categorias","Adultos"
"271609","Mais Categorias","Adultos"
"430724","Mais Categorias","Adultos"
"273470","Mais Categorias","Adultos"
"2788","Mais Categorias","Adultos"
"271731","Mais Categorias","Adultos"
"41910","Mais Categorias","Adultos"
"433524","Mais Categorias","Adultos"
"2795","Mais Categorias","Adultos"
"439767","Antiguidades e Coleções","Antiguidades"
"5476","Antiguidades e Coleções","Antiguidades"
"40289","Antiguidades e Coleções","Antiguidades"
"439757","Antiguidades e Coleções","Antiguidades"
"439462","Antiguidades e Coleções","Antiguidades"
"40199","Antiguidades e Coleções","Antiguidades"
"457247","Antiguidades e Coleções","Antiguidades"
"40204","Antiguidades e Coleções","Antiguidades"
"40206","Antiguidades e Coleções","Antiguidades"
"439763","Antiguidades e Coleções","Antiguidades"
"40208","Antiguidades e Coleções","Antiguidades"
"439764","Antiguidades e Coleções","Antiguidades"
"180312","Antiguidades e Coleções","Antiguidades"
"439433","Antiguidades e Coleções","Antiguidades"
"5477","Antiguidades e Coleções","Antiguidades"
"5463","Antiguidades e Coleções","Antiguidades"
"433776","Antiguidades e Coleções","Antiguidades"
"270516","Antiguidades e Coleções","Antiguidades"
"215037","Antiguidades e Coleções","Antiguidades"
"412655","Antiguidades e Coleções","Antiguidades"
"40337","Antiguidades e Coleções","Antiguidades"
"47581","Antiguidades e Coleções","Antiguidades"
"439765","Antiguidades e Coleções","Antiguidades"
"439756","Antiguidades e Coleções","Antiguidades"
"439774","Antiguidades e Coleções","Antiguidades"
"47606","Antiguidades e Coleções","Antiguidades"
"40287","Antiguidades e Coleções","Antiguidades"
"40286","Antiguidades e Coleções","Antiguidades"
"439758","Antiguidades e Coleções","Antiguidades"
"458010","Antiguidades e Coleções","Antiguidades"
"40205","Antiguidades e Coleções","Antiguidades"
"40171","Antiguidades e Coleções","Antiguidades"
"251478","Antiguidades e Coleções","Antiguidades"
"439753","Antiguidades e Coleções","Antiguidades"
"439771","Antiguidades e Coleções","Antiguidades"
"439770","Antiguidades e Coleções","Antiguidades"
"381963","Antiguidades e Coleções","Antiguidades"
"40288","Antiguidades e Coleções","Antiguidades"
"9164","Antiguidades e Coleções","Antiguidades"
"381966","Antiguidades e Coleções","Antiguidades"
"439755","Antiguidades e Coleções","Antiguidades"
"40238","Antiguidades e Coleções","Antiguidades"
"439769","Antiguidades e Coleções","Antiguidades"
"439461","Antiguidades e Coleções","Antiguidades"
"439768","Antiguidades e Coleções","Antiguidades"
"430717","Antiguidades e Coleções","Antiguidades"
"429166","Antiguidades e Coleções","Antiguidades"
"381964","Antiguidades e Coleções","Antiguidades"
"439773","Antiguidades e Coleções","Antiguidades"
"381960","Antiguidades e Coleções","Antiguidades"
"439766","Antiguidades e Coleções","Antiguidades"
"2317","Antiguidades e Coleções","Antiguidades"
"40272","Antiguidades e Coleções","Antiguidades"
"9179","Antiguidades e Coleções","Antiguidades"
"439760","Antiguidades e Coleções","Antiguidades"
"40330","Antiguidades e Coleções","Antiguidades"
"381961","Antiguidades e Coleções","Antiguidades"
"40336","Antiguidades e Coleções","Antiguidades"
"252552","Antiguidades e Coleções","Antiguidades"
"439759","Antiguidades e Coleções","Antiguidades"
"40226","Antiguidades e Coleções","Antiguidades"
"433123","Antiguidades e Coleções","Antiguidades"
"455095","Eletrodomésticos","Ar e Ventilação"
"455709","Eletrodomésticos","Ar e Ventilação"
"252361","Eletrodomésticos","Ar e Ventilação"
"455099","Eletrodomésticos","Ar e Ventilação"
"455096","Eletrodomésticos","Ar e Ventilação"
"456568","Eletrodomésticos","Ar e Ventilação"
"455725","Eletrodomésticos","Ar e Ventilação"
"438149","Eletrodomésticos","Ar e Ventilação"
"458508","Eletrodomésticos","Ar e Ventilação"
"432418","Eletrodomésticos","Ar e Ventilação"
"432955","Eletrodomésticos","Ar e Ventilação"
"33420","Eletrodomésticos","Ar e Ventilação"
"196072","Eletrodomésticos","Ar e Ventilação"
"455105","Eletrodomésticos","Ar e Ventilação"
"271435","Eletrodomésticos","Ar e Ventilação"
"433261","Eletrodomésticos","Ar e Ventilação"
"455087","Eletrodomésticos","Ar e Ventilação"
"392409","Eletrodomésticos","Ar e Ventilação"
"180081","Eletrodomésticos","Ar e Ventilação"
"429139","Eletrodomésticos","Ar e Ventilação"
"438147","Eletrodomésticos","Ar e Ventilação"
"271408","Eletrodomésticos","Ar e Ventilação"
"1647","Eletrodomésticos","Ar e Ventilação"
"439396","Eletrodomésticos","Ar e Ventilação"
"252383","Eletrodomésticos","Ar e Ventilação"
"252386","Eletrodomésticos","Ar e Ventilação"
"271956","Eletrodomésticos","Ar e Ventilação"
"456569","Eletrodomésticos","Ar e Ventilação"
"455551","Eletrodomésticos","Ar e Ventilação"
"181570","Eletrodomésticos","Ar e Ventilação"
"432421","Eletrodomésticos","Ar e Ventilação"
"72503","Eletrodomésticos","Ar e Ventilação"
"252385","Eletrodomésticos","Ar e Ventilação"
"277364","Eletrodomésticos","Ar e Ventilação"
"455089","Eletrodomésticos","Ar e Ventilação"
"271399","Eletrodomésticos","Ar e Ventilação"
"455088","Eletrodomésticos","Ar e Ventilação"
"455656","Eletrodomésticos","Ar e Ventilação"
"457530","Eletrodomésticos","Ar e Ventilação"
"455085","Eletrodomésticos","Ar e Ventilação"
"455097","Eletrodomésticos","Ar e Ventilação"
"455086","Eletrodomésticos","Ar e Ventilação"
"455707","Eletrodomésticos","Ar e Ventilação"
"271591","Eletrodomésticos","Ar e Ventilação"
"433669","Eletrodomésticos","Ar e Ventilação"
"271401","Eletrodomésticos","Ar e Ventilação"
"433347","Eletrodomésticos","Ar e Ventilação"
"392407","Eletrodomésticos","Ar e Ventilação"
"1646","Eletrodomésticos","Ar e Ventilação"
"429141","Eletrodomésticos","Ar e Ventilação"
"455457","Eletrodomésticos","Ar e Ventilação"
"1645","Eletrodomésticos","Ar e Ventilação"
"455101","Eletrodomésticos","Ar e Ventilação"
"455719","Eletrodomésticos","Ar e Ventilação"
"455685","Eletrodomésticos","Ar e Ventilação"
"455103","Eletrodomésticos","Ar e Ventilação"
"455710","Eletrodomésticos","Ar e Ventilação"
"438148","Eletrodomésticos","Ar e Ventilação"
"429142","Eletrodomésticos","Ar e Ventilação"
"271411","Eletrodomésticos","Ar e Ventilação"
"40190","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"271784","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"271701","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"419782","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"277600","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"270268","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"436819","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"271749","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"437080","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"433011","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"271735","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"277368","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"271471","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"277319","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"270300","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"455695","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"278085","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"277626","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"271733","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"270265","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"271741","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"47592","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"272170","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"271742","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"432150","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"271477","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"271378","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"271601","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"270269","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"271227","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"270270","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"438381","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"439096","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"271729","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"432232","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"277601","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"270271","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"271539","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"277624","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"271302","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"270273","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"277318","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"437081","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"255054","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"270264","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"271300","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"277455","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"432728","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"436813","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"277599","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"277688","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"277701","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"277581","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"432231","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"270272","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"270267","Arte, Papelaria e Armarinho","Artigos de Armarinho"
"438709","Casa, Móveis e Decoração","Banheiros"
"186340","Casa, Móveis e Decoração","Banheiros"
"186372","Casa, Móveis e Decoração","Banheiros"
"278286","Casa, Móveis e Decoração","Banheiros"
"271683","Casa, Móveis e Decoração","Banheiros"
"270479","Casa, Móveis e Decoração","Banheiros"
"277464","Casa, Móveis e Decoração","Banheiros"
"269766","Casa, Móveis e Decoração","Banheiros"
"277458","Casa, Móveis e Decoração","Banheiros"
"186369","Casa, Móveis e Decoração","Banheiros"
"186146","Casa, Móveis e Decoração","Banheiros"
"186351","Casa, Móveis e Decoração","Banheiros"
"271163","Casa, Móveis e Decoração","Banheiros"
"277955","Casa, Móveis e Decoração","Banheiros"
"417766","Casa, Móveis e Decoração","Banheiros"
"270403","Casa, Móveis e Decoração","Banheiros"
"456308","Casa, Móveis e Decoração","Banheiros"
"436148","Casa, Móveis e Decoração","Banheiros"
"269767","Casa, Móveis e Decoração","Banheiros"
"180329","Casa, Móveis e Decoração","Banheiros"
"456491","Casa, Móveis e Decoração","Banheiros"
"269588","Casa, Móveis e Decoração","Banheiros"
"420143","Casa, Móveis e Decoração","Banheiros"
"269734","Casa, Móveis e Decoração","Banheiros"
"270351","Casa, Móveis e Decoração","Banheiros"
"457041","Casa, Móveis e Decoração","Banheiros"
"33422","Casa, Móveis e Decoração","Banheiros"
"186350","Casa, Móveis e Decoração","Banheiros"
"269765","Casa, Móveis e Decoração","Banheiros"
"443825","Casa, Móveis e Decoração","Banheiros"
"412831","Casa, Móveis e Decoração","Banheiros"
"186144","Casa, Móveis e Decoração","Banheiros"
"436147","Casa, Móveis e Decoração","Banheiros"
"186136","Casa, Móveis e Decoração","Banheiros"
"199170","Casa, Móveis e Decoração","Banheiros"
"186371","Casa, Móveis e Decoração","Banheiros"
"430388","Casa, Móveis e Decoração","Banheiros"
"249996","Casa, Móveis e Decoração","Banheiros"
"186148","Casa, Móveis e Decoração","Banheiros"
"420712","Casa, Móveis e Decoração","Banheiros"
"186267","Casa, Móveis e Decoração","Banheiros"
"186152","Casa, Móveis e Decoração","Banheiros"
"428957","Casa, Móveis e Decoração","Banheiros"
"186270","Casa, Móveis e Decoração","Banheiros"
"277353","Casa, Móveis e Decoração","Banheiros"
"186269","Casa, Móveis e Decoração","Banheiros"
"268429","Casa, Móveis e Decoração","Banheiros"
"186347","Casa, Móveis e Decoração","Banheiros"
"429501","Casa, Móveis e Decoração","Banheiros"
"277472","Casa, Móveis e Decoração","Banheiros"
"456309","Casa, Móveis e Decoração","Banheiros"
"264792","Casa, Móveis e Decoração","Banheiros"
"272132","Casa, Móveis e Decoração","Banheiros"
"457929","Casa, Móveis e Decoração","Banheiros"
"270482","Casa, Móveis e Decoração","Banheiros"
"412377","Casa, Móveis e Decoração","Banheiros"
"456042","Casa, Móveis e Decoração","Banheiros"
"186370","Casa, Móveis e Decoração","Banheiros"
"277607","Casa, Móveis e Decoração","Banheiros"
"277570","Casa, Móveis e Decoração","Banheiros"
"412378","Casa, Móveis e Decoração","Banheiros"
"269589","Casa, Móveis e Decoração","Banheiros"
"186368","Casa, Móveis e Decoração","Banheiros"
"412389","Casa, Móveis e Decoração","Banheiros"
"269769","Casa, Móveis e Decoração","Banheiros"
"271697","Casa, Móveis e Decoração","Banheiros"
"5344","Instrumentos Musicais","Baterias e Percussão"
"420710","Instrumentos Musicais","Baterias e Percussão"
"429158","Instrumentos Musicais","Baterias e Percussão"
"269678","Instrumentos Musicais","Baterias e Percussão"
"5354","Instrumentos Musicais","Baterias e Percussão"
"429156","Instrumentos Musicais","Baterias e Percussão"
"29276","Instrumentos Musicais","Baterias e Percussão"
"271133","Instrumentos Musicais","Baterias e Percussão"
"271157","Instrumentos Musicais","Baterias e Percussão"
"270077","Instrumentos Musicais","Baterias e Percussão"
"271221","Instrumentos Musicais","Baterias e Percussão"
"271072","Instrumentos Musicais","Baterias e Percussão"
"271200","Instrumentos Musicais","Baterias e Percussão"
"408036","Instrumentos Musicais","Baterias e Percussão"
"429603","Instrumentos Musicais","Baterias e Percussão"
"271127","Instrumentos Musicais","Baterias e Percussão"
"429157","Instrumentos Musicais","Baterias e Percussão"
"9678","Instrumentos Musicais","Baterias e Percussão"
"45629","Instrumentos Musicais","Baterias e Percussão"
"6813","Instrumentos Musicais","Baterias e Percussão"
"29325","Instrumentos Musicais","Baterias e Percussão"
"29319","Instrumentos Musicais","Baterias e Percussão"
"45628","Instrumentos Musicais","Baterias e Percussão"
"278278","Instrumentos Musicais","Baterias e Percussão"
"269729","Instrumentos Musicais","Baterias e Percussão"
"271116","Instrumentos Musicais","Baterias e Percussão"
"9695","Instrumentos Musicais","Baterias e Percussão"
"271170","Instrumentos Musicais","Baterias e Percussão"
"278258","Instrumentos Musicais","Baterias e Percussão"
"29333","Instrumentos Musicais","Baterias e Percussão"
"434820","Instrumentos Musicais","Baterias e Percussão"
"458206","Instrumentos Musicais","Baterias e Percussão"
"4454","Instrumentos Musicais","Baterias e Percussão"
"29291","Instrumentos Musicais","Baterias e Percussão"
"269677","Instrumentos Musicais","Baterias e Percussão"
"271056","Instrumentos Musicais","Baterias e Percussão"
"429187","Instrumentos Musicais","Baterias e Percussão"
"458022","Instrumentos Musicais","Baterias e Percussão"
"458009","Instrumentos Musicais","Baterias e Percussão"
"271137","Instrumentos Musicais","Baterias e Percussão"
"29322","Instrumentos Musicais","Baterias e Percussão"
"271118","Instrumentos Musicais","Baterias e Percussão"
"278106","Instrumentos Musicais","Baterias e Percussão"
"278250","Instrumentos Musicais","Baterias e Percussão"
"9699","Instrumentos Musicais","Baterias e Percussão"
"418062","Instrumentos Musicais","Baterias e Percussão"
"29321","Instrumentos Musicais","Baterias e Percussão"
"29320","Instrumentos Musicais","Baterias e Percussão"
"439314","Instrumentos Musicais","Baterias e Percussão"
"202159","Esportes e Fitness","Camping, Caça e Pesca"
"80327","Esportes e Fitness","Camping, Caça e Pesca"
"439181","Esportes e Fitness","Camping, Caça e Pesca"
"199169","Esportes e Fitness","Camping, Caça e Pesca"
"67511","Esportes e Fitness","Camping, Caça e Pesca"
"123901","Esportes e Fitness","Camping, Caça e Pesca"
"123524","Esportes e Fitness","Camping, Caça e Pesca"
"18272","Esportes e Fitness","Camping, Caça e Pesca"
"3897","Esportes e Fitness","Camping, Caça e Pesca"
"9904","Esportes e Fitness","Camping, Caça e Pesca"
"278273","Esportes e Fitness","Camping, Caça e Pesca"
"3738","Esportes e Fitness","Camping, Caça e Pesca"
"277965","Esportes e Fitness","Camping, Caça e Pesca"
"123522","Esportes e Fitness","Camping, Caça e Pesca"
"123903","Esportes e Fitness","Camping, Caça e Pesca"
"33388","Esportes e Fitness","Camping, Caça e Pesca"
"199550","Esportes e Fitness","Camping, Caça e Pesca"
"271581","Esportes e Fitness","Camping, Caça e Pesca"
"199188","Esportes e Fitness","Camping, Caça e Pesca"
"277645","Esportes e Fitness","Camping, Caça e Pesca"
"432994","Esportes e Fitness","Camping, Caça e Pesca"
"67888","Esportes e Fitness","Camping, Caça e Pesca"
"3894","Esportes e Fitness","Camping, Caça e Pesca"
"123923","Esportes e Fitness","Camping, Caça e Pesca"
"438206","Esportes e Fitness","Camping, Caça e Pesca"
"252553","Esportes e Fitness","Camping, Caça e Pesca"
"199558","Esportes e Fitness","Camping, Caça e Pesca"
"80316","Esportes e Fitness","Camping, Caça e Pesca"
"123899","Esportes e Fitness","Camping, Caça e Pesca"
"263764","Esportes e Fitness","Camping, Caça e Pesca"
"200342","Esportes e Fitness","Camping, Caça e Pesca"
"432098","Esportes e Fitness","Camping, Caça e Pesca"
"123531","Esportes e Fitness","Camping, Caça e Pesca"
"3895","Esportes e Fitness","Camping, Caça e Pesca"
"39133","Esportes e Fitness","Camping, Caça e Pesca"
"18372","Esportes e Fitness","Camping, Caça e Pesca"
"123895","Esportes e Fitness","Camping, Caça e Pesca"
"271757","Esportes e Fitness","Camping, Caça e Pesca"
"123890","Esportes e Fitness","Camping, Caça e Pesca"
"277964","Esportes e Fitness","Camping, Caça e Pesca"
"202171","Esportes e Fitness","Camping, Caça e Pesca"
"457377","Esportes e Fitness","Camping, Caça e Pesca"
"278168","Esportes e Fitness","Camping, Caça e Pesca"
"271385","Esportes e Fitness","Camping, Caça e Pesca"
