"item_id","item","unidades_30d","vertical","agg1_ml","agg2_ml","agg3_ml","domain_id"
"4232914111","Camiseta Tech Light  Insider Masculino","2133","FASHION","APPAREL","CLOTHING","SHIRTS","MLB-T_SHIRTS"
"5872060016","Creatina Monohidratada 250g Growth Supplements - Sem Sabor Em Pó","1804","HEALTH","SUPPLEMENTS","SPORTS SUPPLEMENTS","CREATINE","MLB-SUPPLEMENTS"
"4574645165","Kit Com 12 Envelopes De Figurinhas Da Copa Do Mundo 2026 Edição 1 Editora Panini","1593","ENTERTAINMENT","BOOKS AND OTHERS","BOOKS","BOOKS","MLB-BOOKS"
"3340043391","Base Glicerinada Branca Para Sabonete Nossa Terra","1521","CPG","CPG PERSONAL CARE","PERSONAL CARE ESSENTIALS","SOAP","MLB-BAR_SOAPS"
"4564585853","Lenços Umedecidos Huggies Higiene Superior - 192 Unidades","1433","CPG","CPG PERSONAL CARE","CPG BABY CARE","BABY HYGIENE","MLB-WET_BABY_WIPES"
"2007974819","Tim Chip","1409","TECHNOLOGY","SMARTPHONES & TABLETS","SMARTPHONES PARTS & ACCESSORIES","SMARTPHONES ACCESSORIES","MLB-SIM_CARDS"
"3391493408","Base Glicerinada Transparente 1kg Grupo Dj Morch Para Sabonete","1388","CPG","CPG PERSONAL CARE","PERSONAL CARE ESSENTIALS","SOAP","MLB-BAR_SOAPS"
"1813853925","Headset Com Fio Usb Logitech H390 Preto","1232","TECHNOLOGY","WEARABLES","HEADPHONES","HEADSETS","MLB-HEADPHONES"
"4028764995","Lenços Umedecidos Huggies Recém Nascido Pack C/4 - 192 Un","914","CPG","CPG PERSONAL CARE","CPG BODY CARE","OTHERS PERSONAL HYGIENE","MLB-HYGIENIC_WET_WIPES"
"4172328165","Percarbonato De Sódio 100% Puro Tira Manchas Alvejante - 1kg Calisul","902","CPG","FOODS","GROCERIES","BAKERY","MLB-SODIUM_BICARBONATE"
"3568768387","Repelente Elétrico Líquido Sbp 45 Noites Novo Aparelho + Refil 127/220v","874","CPG","CPG HOME CARE","INSECTICIDES","INSECTICIDES","MLB-MAT_AND_LIQUID_REPELLENT_ELECTRIC_DEVICES"
"5721390972","Calça Balão Jeans Masculina Marmorizada Streetwear Larga Bag","868","FASHION","APPAREL","CLOTHING","PANTS & OTHERS","MLB-PANTS"
"3779691237","Barbeador Elétrico Philips À Prova D´água, - S1151/00 Azul-malibú 220v","820","BEAUTY","BEAUTY ELECTRONICS","BEAUTY ELECTRONICS","ELETRIC_SHAVERS","MLB-HAIR_CLIPPERS_ELECTRIC_SHAVERS_AND_HAIR_TRIMMERS"
"1813860579","Mouse C/ Fio Logitech M90 Preto","818","TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PC PERIPHERALS","COMPUTER MICE","MLB-COMPUTER_MICE"
"5320667236","Calça Jeans Feminina Skinny Cós Alto Elastano Marmorizada","758","FASHION","APPAREL","CLOTHING","PANTS & OTHERS","MLB-PANTS"
"2843341921","Conjunto Moletom Grosso Composto Calca E Blusa C/ Capuz","708","FASHION","APPAREL","CLOTHING","SWEATERS AND CARDIGANS","MLB-SWEATSHIRTS_AND_HOODIES"
"4476965341","Mini Câmera Portátil G1 Full Hd 1980p Tipo Cordão E Chaveiro Cor Prateado","705","TECHNOLOGY","CAMERAS & DRONES","CAMERAS & VIDEO CAMERAS","CAMERAS & VIDEO CAMERAS","MLB-DIGITAL_CAMERAS"
"4230524973","Kit 2 Calça Pantalona Feminina Alfaiataria Elegante C/ Cinto","681","FASHION","APPAREL","CLOTHING","PANTS & OTHERS","MLB-PANTS"
"4548323701","Mochila Grande Notebook 17 Impermeável 40 Litros Reforçada Executiva Viagem Trabalho Rincostar Preta Preto Liso","677","FASHION","APPAREL ACCESSORIES","BAG & BACKPACK","BACKPACKS","MLB-BACKPACKS"
"3533684445","Projetor Portátil 4k Hd Android 11.0 Smart Wifi 5g Bluetooth Branco 127/220v","673","TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PERIPHERALS ACCESSORIES","PROJECTORS","MLB-PROJECTORS"
"1813853929","Mouse Sem Fio M170 Preto Logitech","672","TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PC PERIPHERALS","COMPUTER MICE","MLB-COMPUTER_MICE"
"4275758403","Par Aliança Namoro Prata 4mm Compromisso Anatômica + Anel","654","FASHION","APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","MLB-WEDDING_BANDS"
"5663299774","Camisa Polo Masculina Tecido Tech Confortavel Casual","631","FASHION","APPAREL","CLOTHING","SHIRTS","MLB-SHIRTS"
"2779401126","Creme Corporal Hidratante Cetaphil 453 G | Pele Sensível, Seca A Muito Seca | Hidratação De 48 Horas | Niacinamida E Pantenol (provitamina B5) Neutra","604","BEAUTY","BEAUTY PERSONAL CARE","BODY CARE","BODY CARE","MLB-BODY_SKIN_CARE_PRODUCTS"
"5579047914","Base Suporte Para Pc Notebook Alumínio Portátil Articulado Dobrável Tablet Laptop Mesa Davely Cor Prateado","600","TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PERIPHERALS ACCESSORIES","NOTEBOOK ACCESSORIES","MLB-LAPTOP_STANDS"
"1925426356","1 Kg De Base Glicerina Para Sabonete Art - Nossa Terra Cores","560","CPG","CPG PERSONAL CARE","PERSONAL CARE ESSENTIALS","SOAP","MLB-BAR_SOAPS"
"2219995018","Colete Social Slim Oxford Para Ternos Masculino Promoção","556","FASHION","APPAREL","CLOTHING","WINTER TOPS SWEATSHIRT","MLB-VESTS"
"5859349564","Celular Samsung Galaxy A07 128gb, 4gb, Câmera 50mp, Tela 6.7 , Proteção Ip54, Processador 6nm - Preto","546","TECHNOLOGY","SMARTPHONES & TABLETS","SMARTPHONES","SMARTPHONES","MLB-CELLPHONES"
"4503603161","Percarbonato De Sódio 100% Tira Manchas Calisul - Roupas Brancas E Coloridas","522","CPG","FOODS","GROCERIES","BAKERY","MLB-SODIUM_BICARBONATE"
"4112762253","Lencos Descartáveis De Algodão Bellacotton 100 Unidades Hipoalergênicos","511","CPG","CPG PERSONAL CARE","CPG BABY CARE","BABY HYGIENE","MLB-WET_BABY_WIPES"
"4536253251","Assento Sanitário Almofadado Com Tampa De Vaso Banheiro Universal Oval Pítia Branco","511","CONSTRUCTION & INDUSTRY","CONSTRUCTION","BATHROOM & KITCHEN CONSTRUCTION","TOILET SEATS AND LIDS","MLB-TOILET_SEATS"
"6324621178","Papel Higiênico Folha Dupla 30m L24p22 Personal","469","CPG","CPG HOME CARE","TOILET PAPERS & NAPKINS","TOILET PAPERS & NAPKINS","MLB-TOILET_PAPERS"
"3831129151","Kit 3 Pano Reutilizável Multiuso Scott Duramax Com 174 Panos Cor Branco","444","CPG","CPG HOME CARE","CLEANING PRODUCTS & SUPPLIES","KITCHEN & CLEANING SUPPLIES","MLB-CLEANING_CLOTHS"
"3982225645","Webcam Camera Full Hd Zoom 1080p 360 Graus Videoconferencia Streamcam Web Cam Entrada Usb 2.0 Com Microfone- Goodvision Preto","436","TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PC PERIPHERALS","WEBCAMS","MLB-WEBCAMS"
"3817089255","Creatina Monohidratada Em Pote 300g 100% Pura Dark Lab","430","HEALTH","SUPPLEMENTS","SPORTS SUPPLEMENTS","CREATINE","MLB-SUPPLEMENTS"
"4326145634","Fone De Ouvido Taue101bk/00 Com Microfone Philips Cor Preto","425","TECHNOLOGY","WEARABLES","HEADPHONES","HEADPHONES","MLB-HEADPHONES"
"3977312781","Natura Tododia Kit 4 Sabonetes Banho De Prosperidade 90gr","425","CPG","CPG PERSONAL CARE","PERSONAL CARE ESSENTIALS","SOAP","MLB-BAR_SOAPS"
"5095173994","Aparador De Pelos Faciais Sem Fio Philips Hp6389/00 - Branco Branco","420","BEAUTY","BEAUTY ELECTRONICS","BEAUTY ELECTRONICS","ELETRIC_SHAVERS","MLB-HAIR_CLIPPERS_ELECTRIC_SHAVERS_AND_HAIR_TRIMMERS"
"5784138032","Galaxy Tab A11, 64gb, 4gb Ram, Tela De 8.7 , Bateria 5.100mah, Câmera Frontal 5mp, Câmera Traseira 8mp, Wifi Prata","414","TECHNOLOGY","SMARTPHONES & TABLETS","TABLETS & READERS","TABLETS","MLB-TABLETS"
"3727931661","Sabonete Barra Phebo Cremoso Limão Siciliano 100g Limpeza E Hidratação","412","CPG","CPG PERSONAL CARE","PERSONAL CARE ESSENTIALS","SOAP","MLB-BAR_SOAPS"
"5506753450","Escova Eletrica Philips Colgate Sonicpro 35 2 Unidades 127/220v","402","HEALTH","HEALTH GOODS","PHARMACY ARTICLES","PHARMACY ARTICLES","MLB-ELECTRIC_TOOTHBRUSHES"
"3409897579","Gel Creme Hidratante Corporal Para Pele Sensível Cetaphil 453g - Hidratação 48h Com Aloe Vera Sem Fragrância","400","BEAUTY","BEAUTY PERSONAL CARE","BODY CARE","BODY CARE","MLB-BODY_SKIN_CARE_PRODUCTS"
"3793237586","Shampoo Johnson's Baby Regular 750ml","394","BEAUTY","HAIR","HAIR","HAIR CARE","MLB-HAIR_SHAMPOOS_AND_CONDITIONERS"
"4188994271","Câmera Segurança Ip Externa Wifi A28 App Icsee À Prova Dágua Ip66 Dome Lente Dupla Lentes 2 Em 1 Vigilancia Visão Noturna Infravermelho  4k Uhd Nova Geração Lançamento 2026 Nexgen","389","CONSTRUCTION & INDUSTRY","SECURITY","CAMERAS, MONITORS & KITS","CAMERAS, MONITORS & KITS","MLB-SURVEILLANCE_CAMERAS"
"3887798545","Prime Cata Caca Pet Coleta Fezes Bobina 28x40 P 500 Sacos Cor Branco","380","CPG","PET","PET BEAUTY & HYGIENE","SANITARY ACCESSORIES","MLB-DOG_POOP_BAG_DISPENSERS"
"4231771535","Camiseta Básica Tech Daily Insider","376","FASHION","APPAREL","CLOTHING","SHIRTS","MLB-T_SHIRTS"
"3689215435","Dove  Original Antitranspirante Em Aerossol 150 Ml","373","CPG","CPG PERSONAL CARE","PERSONAL CARE ESSENTIALS","DEODORANTS","MLB-DEODORANTS"
"6259437582","Blister Unitário Pokémon Copag Me03 Equilíbrio Perfeito Me03 Português","364","T & B","TOYS AND GAMES","BOARD AND CARD GAMES","CARDS GAME","MLB-TRADING_CARD_GAMES"
"4330768589","Percarbonato De Sódio 100% Puro Tira Manchas Alvejante - 1kg Calisul","358","CPG","FOODS","GROCERIES","BAKERY","MLB-SODIUM_BICARBONATE"
"4627310495","Kit 70 Figurinhas Do Álbum Copa Do Mundo 2026 Pronta Entrega","357","ENTERTAINMENT","BOOKS AND OTHERS","BOOKS","BOOKS","MLB-BOOKS"
"5361055520","Régua Extensão Elétrica 6 Tomadas Filtro Linha 10a Cabo 2 Metros Preto 127/220v","355","CONSTRUCTION & INDUSTRY","CONSTRUCTION","ELECTRICAL","POWER SAVERS & STRIPS","MLB-POWER_STRIPS"
"5031540760","Bermuda Sarja Colorida Jeans Premium Masculina Diversa Cores","354","FASHION","APPAREL","CLOTHING","PANTS & OTHERS","MLB-SHORTS"
"4091388085","Guardanapo De Papel Folha Dupla Snob 32,5cm X 32,5cm Pacote 50 Unidades Branco","353","CPG","CPG HOME CARE","TOILET PAPERS & NAPKINS","TOILET PAPERS & NAPKINS","MLB-PAPER_NAPKINS"
"6187023914","Suporte Dobrável Portátil Notebook 11-17  Alumínio 8 Posições Fussen Prata","349","TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PERIPHERALS ACCESSORIES","NOTEBOOK ACCESSORIES","MLB-LAPTOP_STANDS"
"4310671887","Gx30k79401 Mouse Sem Fio Lenovo 300 Preto","345","TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PC PERIPHERALS","COMPUTER MICE","MLB-COMPUTER_MICE"
"2188453681","Aptanutri Premium 3 800g","340","CPG","FOODS","INFANTS & BABIES","MILKBASED COMPOUND","MLB-BABY_FORMULAS"
"4092469061","Protetor De Colchão Lençol Descartável Geriatrico Higifral G","340","CPG","CPG PERSONAL CARE","ADULT DIAPERS & PADS","URINARY INCONTINENCE","MLB-INCONTINENCE_PADS"
"4169889151","Lenços Umedecidos Huggies Rosto E Corpo Pack Com 192 Un","337","CPG","CPG PERSONAL CARE","CPG BODY CARE","OTHERS PERSONAL HYGIENE","MLB-HYGIENIC_WET_WIPES"
"5181726388","Fralda Geriátrica Derma Plus Unissex 16 Unidades G Bigfral Grande","336","CPG","CPG PERSONAL CARE","ADULT DIAPERS & PADS","ADULT DIAPERS","MLB-ADULT_DIAPERS"
"1111756736","Refletor Led 100w Smd Prova D´água Ip66 Holofote 6500k  110v/220v (bivolt) Preto 6500k","336","CONSTRUCTION & INDUSTRY","LIGHTING","EMERGENCY & FLOOD LIGHTS","EMERGENCY & FLOOD LIGHTS","MLB-FLOOD_LIGHTS"
"3694300253","Lenço Umedecido Huggies Higiene Diária Rendem 2x Mais 88 Un","329","CPG","CPG PERSONAL CARE","CPG BABY CARE","BABY HYGIENE","MLB-WET_BABY_WIPES"
"2852854854","Aptanutri Profutura 3 800g - 1 A 3 Anos","329","CPG","FOODS","INFANTS & BABIES","MILKBASED COMPOUND","MLB-BABY_FORMULAS"
"3660602471","Huggies Fralda Descartável Máxima Proteção P - 48 Un Sem Gênero","327","CPG","CPG PERSONAL CARE","BABY DIAPERS","BABY DIAPERS","MLB-DISPOSABLE_BABY_DIAPERS"
"4208012055","Aparador E Raspador Philips Oneblade Qp1425/10 Preto 5v","325","BEAUTY","BEAUTY ELECTRONICS","BEAUTY ELECTRONICS","ELETRIC_SHAVERS","MLB-HAIR_CLIPPERS_ELECTRIC_SHAVERS_AND_HAIR_TRIMMERS"
"5575416728","Calça Xadrez Cozinheiro Gastronomia Chef Cozinha Pied Poule","321","CONSTRUCTION & INDUSTRY","INDUSTRY","GASTRONOMY & HOSPITALITY","GASTRONOMY & HOSPITALITY","MLB-CULINARY_UNIFORMS"
"6200659084","Lenços Umedecidos Upa Bebê - 140 Unidades Toalhas Umedecidas Com Tampa Flip Top Sem Alcool","319","CPG","CPG PERSONAL CARE","CPG BABY CARE","BABY HYGIENE","MLB-WET_BABY_WIPES"
"4110093985","Cabo Adaptador Hdmi Para Vga E Tv Pc Xbox360 Notebook Projetor Audio E Video Dr Hank","318","HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","AUDIO ACCESSORIES","AUDIO & VIDEO CABLES & ADAPTERS","MLB-AUDIO_AND_VIDEO_CABLES_AND_ADAPTERS"
"3411498499","Papel Sulfite Premium A4 75g 500 Folhas Report Branco","315","CONSTRUCTION & INDUSTRY","STATIONERY","OFFICE & SCHOOL SUPPLIES","PAPERS","MLB-SCHOOL_AND_OFFICE_PAPERS"
"3338901704","Fralda Descartável Turma Da Mônica Baby Xg Pacote 42 Unidades Sem Gênero","303","CPG","CPG PERSONAL CARE","BABY DIAPERS","BABY DIAPERS","MLB-DISPOSABLE_BABY_DIAPERS"
"5779920526","Papel Sulfite A4 Premium 500 Folhas 75g Allmax Resma Cor Branco","302","CONSTRUCTION & INDUSTRY","STATIONERY","OFFICE & SCHOOL SUPPLIES","PAPERS","MLB-SCHOOL_AND_OFFICE_PAPERS"
"6626471586","Compressor De Ar Portátil Tomate Mxb-d001 4 Em 1 Com Partida Auxiliar Preto 127/220v Monofásica Preto 127/220v Monofásica","300","CONSTRUCTION & INDUSTRY","TOOLS","POWER TOOLS","COMPRESSORS","MLB-AIR_COMPRESSORS"
"5832565572","500ml Caneca Kit Garrafa Térmica Vacuum Bottle Inox + 3 Xíca","299","SPORTS","MOUNTAIN & OUTDOORS","CAMPING","GEAR & EQUIPMENT","MLB-THERMOSES"
"3872589723","Kit 3 Bermudas Dry Fit De Alto Padrão Para Academia","298","FASHION","APPAREL","CLOTHING","SPORTSWEAR","MLB-SPORT_SHORTS"
"3928873254","Fralda Descartável Baby Tamanho M Pacote Com 28 Unidades De 4 A 9kg Turma Da Mônica Sem Gênero","294","CPG","CPG PERSONAL CARE","BABY DIAPERS","BABY DIAPERS","MLB-DISPOSABLE_BABY_DIAPERS"
"6137907076","Ventilador De Teto E27 Com Lâmpada Led Bivolt Vt02 Branco 127/220v 5","290","HOME ELECTRONICS","HEATING, COOLING & AIR QUALITY","COOLING","FANS","MLB-FANS"
"4491947229","Bola Yoga Suiça Pilates Com Inflador Cor Azul Liftness Azul","290","SPORTS","INDOOR SPORTS","PILATES","PILATES","MLB-PILATES_BALLS"
"5710100650","Kit 3 Calças Jeans Masculina Premium Skinny Tradicional Nf","286","FASHION","APPAREL","CLOTHING","PANTS & OTHERS","MLB-PANTS"
"5697125202","Kit 3 Calça Jeans Masculina Skinny Costura Reforçada","285","FASHION","APPAREL","CLOTHING","PANTS & OTHERS","MLB-PANTS"
"5598776088","Toalhas Lenços Umedecidos Natural Baby Com 100un - Evergreen","283","CPG","CPG PERSONAL CARE","CPG BABY CARE","BABY HYGIENE","MLB-WET_BABY_WIPES"
"2660229271","Sabonete Vegetal De Glicerina Tradicional 90g Granado","274","CPG","CPG PERSONAL CARE","PERSONAL CARE ESSENTIALS","SOAP","MLB-BAR_SOAPS"
"5120867658","Fralda Bigfral Derma Plus Econômica Xg 14 Unidades","273","CPG","CPG PERSONAL CARE","ADULT DIAPERS & PADS","ADULT DIAPERS","MLB-ADULT_DIAPERS"
"5520294166","Calça Social Pantalona Alfaiataria Ziper Cinto Cintura Alta","271","FASHION","APPAREL","CLOTHING","PANTS & OTHERS","MLB-PANTS"
"4473419797","24 Pilhas Baterias Aaa Elgin 3a Palito Alcalina 1 Tubo","268","CPG","CPG HOME CARE","BATTERIES","CELL BATTERIES","MLB-CELL_BATTERIES"
"6069220458","Calça Masculina De Brim Ideal Para Trabalho Uniforme","268","FASHION","APPAREL","CLOTHING","PANTS & OTHERS","MLB-WORK_PANTS"
"3814296233","Calça Wide Leg Feminina Plus Size Sarja Cores Cós Alto","264","FASHION","APPAREL","CLOTHING","PANTS & OTHERS","MLB-PANTS"
"5528260180","Colete Social Feminino Premium Confortável Alfaiataria","263","FASHION","APPAREL","CLOTHING","WINTER TOPS SWEATSHIRT","MLB-VESTS"
"4077294611","Balão Bexiga Liso Festa Decoração 9 Polegadas C/ 50 Und","259","T & B","PARTY","PARTY DECORATION","BALOONS & ACESSORIES","MLB-BALLOONS"
"4908369604","Nivea Men Desodorante Aerossol Black & White Invisible Origin 200ml, Proteção 72h, Contra Suor E Odor, Anti-manchas","259","CPG","CPG PERSONAL CARE","PERSONAL CARE ESSENTIALS","DEODORANTS","MLB-DEODORANTS"
"5187281878","Camisa Gola Polo Masculina Pique Premium Algodão Confortável","258","FASHION","APPAREL","CLOTHING","SPORTSWEAR","MLB-SPORT_T_SHIRTS"
"3480909781","Cotonetes Hastes Flexíveis Caixa Com 300 Unidades Johnson & Johnson","257","CPG","CPG PERSONAL CARE","CPG BODY CARE","OTHERS PERSONAL HYGIENE","MLB-COTTON_SWABS"
"2733908261","Absorvente Intimus Toda Protegida Dia Suave Com Abas - 32 Unidades","253","CPG","CPG PERSONAL CARE","PERSONAL CARE ESSENTIALS","FEMENINE CARE","MLB-SANITARY_PADS"
"6351244732","Tenis Mizun Beta Wave Prophecy Beta Promocão Até Dura Estoqu","252","FASHION","FOOTWEAR","SNEAKERS","CASUAL LIFESTYLE","MLB-SNEAKERS"
"6167665450","Termômetro Culinário Digital Espeto Alimentos Cozinha Para Medir Temperatura Branco","250","FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","PREP, GADGETS AND ACC","MLB-KITCHEN_THERMOMETERS"
"3263802037","Absorvente Incontinência Urinária Bigfral 3 Em 1 20 Unidades","249","CPG","CPG PERSONAL CARE","ADULT DIAPERS & PADS","URINARY INCONTINENCE","MLB-INCONTINENCE_PADS"
"3263108177","Fio Dental Reach Expansion Plus 50m Johnson & Johnson","245","CPG","CPG PERSONAL CARE","PERSONAL CARE ESSENTIALS","ORAL CARE","MLB-DENTAL_FLOSSES"
"4641560474","Pack Toalha Umedecida Disney Baby Huggies Max Clean Pacote 4 Unidades Leve Mais Pague Menos","244","CPG","CPG PERSONAL CARE","CPG BABY CARE","BABY HYGIENE","MLB-WET_BABY_WIPES"
"4136047805","Ventilador De Teto Com Lâmpada Led Bivolt Vt02 E27 42 Cm 50/60 Hz Branco 127/220v Plástico 6","243","HOME ELECTRONICS","HEATING, COOLING & AIR QUALITY","COOLING","FANS","MLB-FANS"
"4347571844","Bicarbonato De Sódio 1kg Puro Requena","242","CPG","FOODS","GROCERIES","BAKERY","MLB-SODIUM_BICARBONATE"
"4335965025","Eps-2592 Fone De Ouvido De Capacete Moto Bluetrooth Controle De Voz","242","VEHICLE PARTS & ACCESSORIES","ACC MOTORCYCLES","MOTORCYCLE ACCESSORIES","MOTORCYCLE ACCESSORIES EXTERIOR","MLB-MOTORCYCLE_INTERCOMMUNICATORS"
"4241934910","Lenço Umedecida Personalidade Baby Pacote 100 Unidades","241","CPG","CPG PERSONAL CARE","CPG BABY CARE","BABY HYGIENE","MLB-WET_BABY_WIPES"
"4120192403","Kit 10 Calcinhas Algodão Tanga Lisa Conforto Basica Feminina","240","FASHION","APPAREL","BASICS","LINGERIE PANTIES","MLB-PANTIES"
"3803083109","Fone De Ouvido Com Microfone Headset Usb Call Center Preto","240","TECHNOLOGY","WEARABLES","HEADPHONES","HEADPHONES","MLB-HEADPHONES"
"4913950554","Os 5 Desafios Das Equipes: Uma História Sobre Liderança, De Patrick Lencioni. Editora Sextante, Capa Mole Em Português, 2019","240","ENTERTAINMENT","BOOKS AND OTHERS","BOOKS","BOOKS","MLB-BOOKS"
"5425874830","Luva Vinil Sem Pó Talge Descartável 100 Unids - Tam: P/m/g Com Pó Não Cor Transparente Tamanho Talge G","236","HEALTH","HEALTH GOODS","HEALTH PROFESSIONAL","HEALTH PROFESSIONAL CONSUMABLES","MLB-DISPOSABLE_GLOVES"
"5677051094","Marcadores De Ponta Dupla Com 36 Cores Para Desenho Múltiplas Cores","235","CONSTRUCTION & INDUSTRY","STATIONERY","OFFICE & SCHOOL SUPPLIES","MARKERS & HIGHLIGHTERS","MLB-MARKERS_AND_HIGHLIGHTERS"
"4812130742","Creatina Monohidratada Pura 1kg Dark Lab Unidade Sem Sabor","233","HEALTH","SUPPLEMENTS","SPORTS SUPPLEMENTS","CREATINE","MLB-SUPPLEMENTS"
"3761437444","Sabonete Líquido Para Recém-nascido 200ml Johnson's Baby","233","CPG","CPG PERSONAL CARE","PERSONAL CARE ESSENTIALS","SOAP","MLB-LIQUID_HAND_AND_BODY_SOAPS"
"3189098152","Repelente Líquido Elétrico Sbp Caixa 2 Unidades 35ml Cada Refil Grátis 50% De Desconto Na 2ª Unidade","232","CPG","CPG HOME CARE","INSECTICIDES","INSECTICIDES","MLB-HOME_REPELLENTS"
"2726970843","Babuche Soft Works Bb60 Enfermagem Cozinha Antiderapante Epi","230","CONSTRUCTION & INDUSTRY","INDUSTRY","SAFETY EQUIPMENT","SAFETY EQUIPMENT","MLB-SAFETY_FOOTWEAR"
"6255783058","Cabo De Força Tripolar 2p+t Iec C13 Para Pc Monitor Impressora 1,5m Metros Padrão Brasileiro Bivolt 110v 220v Cabo... Preto 127/220v","230","TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PERIPHERALS ACCESSORIES","CABLES & ACCESSORIES","MLB-POWER_CORDS"
"3868710789","Creme Hidratante Para Mãos Natura Tododia - 50ml Algodão","228","BEAUTY","BEAUTY PERSONAL CARE","BODY CARE","BODY CARE","MLB-BODY_SKIN_CARE_PRODUCTS"
"3562877367","Calça Jeans Masculina Trabalho Reforçada Promoção Atacado","224","FASHION","APPAREL","CLOTHING","PANTS & OTHERS","MLB-WORK_PANTS"
"6148385158","Calça Pantalona Feminina Cargo Cintura Alta Bolso Cargo 100%","221","FASHION","APPAREL","CLOTHING","PANTS & OTHERS","MLB-PANTS"
"3338977458","Fralda Pom Pom Protek Proteção De Mãe Mega G 42 Unidades Gênero Sem Gênero","221","CPG","CPG PERSONAL CARE","BABY DIAPERS","BABY DIAPERS","MLB-DISPOSABLE_BABY_DIAPERS"
"4690808700","Rexona Men Antitranspirante Aerossol Invisible + Antibac 250ml","221","CPG","CPG PERSONAL CARE","PERSONAL CARE ESSENTIALS","DEODORANTS","MLB-DEODORANTS"
"5708209186","Dove Máscara Resgate Intenso Uv Repair & Glow 250g","221","BEAUTY","HAIR","HAIR","HAIR CARE","MLB-HAIR_TREATMENTS"
"6218911476","Camisa Brasil Masculina Versão Retrô Comemorativa","219","FASHION","APPAREL","CLOTHING","FOOTBALL SHIRTS","MLB-FOOTBALL_SHIRTS"
"6589183564","Drone Aéreo True Tec Lt-12868 Hd Dupla Com Controle Remoto","215","TECHNOLOGY","CAMERAS & DRONES","DRONES, PARTS & ACCESSORIES","DRONES","MLB-DRONES"
"3952358003","Projetor Vlx Hy320 Mini 4k Wi-fi Preto Bluetooth Android Preto 127/220v","214","TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PERIPHERALS ACCESSORIES","PROJECTORS","MLB-PROJECTORS"
"2670247448","Huggies Lenços Umedecidos Higiene Superior Limpam 2x Mais 96 Unidades","214","CPG","CPG PERSONAL CARE","CPG BABY CARE","BABY HYGIENE","MLB-WET_BABY_WIPES"
"3949790433","Creme Multirreparador Calmante Cicaplast Baume B5+ Para Todos Os Tipos De Pele Com 40ml La Roche Posay Todo Tipo De Pele Dia/noite","214","BEAUTY","BEAUTY PERSONAL CARE","FACIAL CARE","FACIAL CARE","MLB-FACIAL_SKIN_CARE_PRODUCTS"
"2116213207","Sabonete Líquido Lux Botanicals Orquidea Negra 200ml Refil","213","CPG","CPG PERSONAL CARE","PERSONAL CARE ESSENTIALS","SOAP","MLB-LIQUID_HAND_AND_BODY_SOAPS"
"4315786521","Fita Cob 320 Led Direta Cob 10m Não Usa Fonte","212","CONSTRUCTION & INDUSTRY","LIGHTING","BULBS & LED STRIPS","BULBS & LED STRIPS","MLB-LED_STRIPS"
"4812143184","Creatina Monohidratada Pura 500g Dark Lab Unidade Sem Sabor","212","HEALTH","SUPPLEMENTS","SPORTS SUPPLEMENTS","CREATINE","MLB-SUPPLEMENTS"
"2670089988","Inseticida Espiral Baygon 10un","212","CPG","CPG HOME CARE","INSECTICIDES","INSECTICIDES","MLB-HOME_REPELLENTS"
"5401902574","Calça Balão Calca Jeans Masculina Bag Boca Larga Streetwear","211","FASHION","APPAREL","CLOTHING","PANTS & OTHERS","MLB-PANTS"
"4183219205","Disjuntor Bipolar Elgin 6a 10a 16a 20a 25a 32a 40a 50a 63a","211","CONSTRUCTION & INDUSTRY","CONSTRUCTION","ELECTRICAL","SWITCHES AND PLUGS","MLB-CIRCUIT_BREAKERS"
"4162822825","Aliança De Namoro Par Anel Prata Diamantada Solitário Caixa","210","FASHION","APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","MLB-WEDDING_BANDS"
"2627444172","Chip Vivo Pré-pago","210","TECHNOLOGY","SMARTPHONES & TABLETS","SMARTPHONES PARTS & ACCESSORIES","SMARTPHONES ACCESSORIES","MLB-SIM_CARDS"
"4177622781","Cartão De Memória Para Câmeras Wi-fi Drones 128gb Micro Sd Classe 10 Ultra 100mb/s Cartão Sd Marca Bvezy","210","TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","STORAGE","MEMORY CARD","MLB-MEMORY_CARDS"
"5378041580","Shorts Feminino Elastano E Poliéster  Academia Praia Laser","209","FASHION","APPAREL","CLOTHING","SPORTSWEAR","MLB-SPORT_SHORTS"
