"vertical","agg1","agg2","agg3","dominio","unidades","nmv_brl","pct_del_nmv_zona","pct_del_nmv_vertical"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_PEDALS","125","9239","0,007","0,11"
"CONSTRUCTION & INDUSTRY","TOOLS","TOOL ACCESSORIES","DRILLS & SCREWDRIVERS ACC","DRILL_CHUCKS","242","9210","0,007","0,046"
"OTHERS","OTHER","OTHER","OTHER","COINS","118","9205","0,007","1,647"
"T & B","TOYS AND GAMES","ART & CRAFT","BOARDS","MAGNETIC_DRAWING_BOARDS","240","9176","0,007","0,246"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","TABLETOP","SERVEWARE","SUGAR_BOWLS_AND_HONEY_POTS","252","9170","0,007","0,081"
"BEAUTY","BEAUTY PROFESSIONAL","ESTHETIC","ELECTRIC ESTHETIC TOOLS","ELECTRIC_FACIAL_STEAMERS","112","9169","0,007","0,096"
"FASHION","APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","HAIR_TIES","411","9160","0,007","0,072"
"CONSTRUCTION & INDUSTRY","TOOLS","MEASURING TOOLS","DISTANCE","DIAL_INDICATORS","58","9141","0,007","0,046"
"VEHICLE PARTS & ACCESSORIES","ACC TOOLS","PARTICULAR TOOLS","WRENCHES","WHEEL_LUG_WRENCHES","192","9139","0,007","0,109"
"FURNISHING & HOUSEWARE","HABERDASHERY","HABERDASHERY","HABERDASHERY","ELECTRIC_GUN_GLUE_STICKS","269","9135","0,007","0,081"
"FURNISHING & HOUSEWARE","DECOR","ORNAMENTS","ORNAMENTS","BOOKENDS","187","9130","0,007","0,081"
"SPORTS","OTHER SPORTS","OTHER SPORTS","OTHER SPORTS","CLIMBING_CARABINERS","265","9108","0,007","0,256"
"HEALTH","HEALTH GOODS","HEALTH PROFESSIONAL","DENTAL SPECIALIZED EQUIPMENT","TONGUE_CLEANERS_AND_SCRAPERS","296","9105","0,007","0,109"
"SPORTS","INDOOR SPORTS","GYM","GYM ACCESORIES","GYM_HANDLES","153","9087","0,007","0,255"
"ENTERTAINMENT","MUSICAL INSTRUMENTS","PERCUSION INSTRUMENTS","LITTLE PERCUSSION INSTRUMENTS","TAMBOURINES","134","9087","0,007","0,371"
"HEALTH","HEALTH GOODS","PHARMACY ARTICLES","PHARMACY ARTICLES","ANTI_SNORE_CHIN_STRAPS","243","9035","0,007","0,109"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","TABLETOP","SERVEWARE","CREAMERS_AND_GRAVY_BOATS","160","9029","0,007","0,08"
"SPORTS","CYCLING AND OTHERS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLE_ELECTRIC_ENGINE_KITS","62","9002","0,007","0,253"
"CONSTRUCTION & INDUSTRY","TOOLS","MANUAL TOOLS","CUTTING AND ROUGHING","DIE_STOCKS_AND_TAP_WRENCHES","79","8988","0,007","0,045"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","BREW","TEA_INFUSERS","202","8986","0,007","0,08"
"CONSTRUCTION & INDUSTRY","STATIONERY","ART & CRAFT SUPPLIES","ART & CRAFT SUPPLIES","OIL_PAINTS","151","8980","0,007","0,045"
"BEAUTY","BEAUTY PROFESSIONAL","BEAUTY SALOON","SALOON TOOLS","MANICURE_AND_PEDICURE_ELECTRONIC_EXFOLIATORS_AND_FILES","205","8976","0,007","0,094"
"CPG","FOODS","BREAKFAST & CEREALS","COFFEE","DISPOSABLE_COFFEE_FILTERS","646","8959","0,007","0,074"
"CONSTRUCTION & INDUSTRY","STATIONERY","OFFICE & SCHOOL SUPPLIES","OTHER OFFICE & SCHOOL SUPPLIES","PAPER_AND_BINDER_CLIPS","332","8955","0,007","0,045"
"SPORTS","INDOOR SPORTS","GYM","GYM ACCESORIES","GYM_LIFTING_STRAPS","274","8954","0,007","0,251"
"BEAUTY","MAKEUP","EYES MAKEUP","EYES MAKEUP","EYELASH_GLUES","226","8953","0,007","0,093"
"T & B","BABY","BABY BATHROOM","BABY BATHROOM ACCESSORIES","BABY_TOWELS","261","8944","0,007","0,24"
"CONSTRUCTION & INDUSTRY","HOME OUTDOORS","INSECT & PEST CONTROL","INSECT & PEST CONTROL","ELECTRIC_INSECT_RACKETS","271","8939","0,007","0,045"
"HOME ELECTRONICS","HOUSEHOLD APPLIANCES PARTS","REFRIGERATION PARTS","REFRIGERATOR & FREEZER PARTS","REFRIGERATOR_AND_FREEZER_THERMOSTATS","128","8927","0,007","0,134"
"BEAUTY","BEAUTY PROFESSIONAL","ESTHETIC","ELECTRIC ESTHETIC TOOLS","RADIOFREQUENCY_MACHINES","86","8924","0,007","0,093"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_ENGINE_CRANKSHAFT_POSITION_SENSORS","124","8921","0,007","0,107"
"TECHNOLOGY","GAMES, DIGITAL GOODS & SOFTWARE","SOFTWARE & UTILITIES","SOFTWARE & UTILITIES","OFFICE_SOFTWARES","25","8915","0,007","0,03"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_FUEL_TANK_DOORS","178","8910","0,007","0,106"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_SUN_SHADES","267","8901","0,007","0,106"
"CONSTRUCTION & INDUSTRY","HOME OUTDOORS","WATERING & IRRIGATION","WATERING ACCESSORIES","IRRIGATION_VALVES","86","8882","0,007","0,044"
"HOME ELECTRONICS","HOUSEHOLD APPLIANCES PARTS","CLEANING PARTS","CLEANING MACHINE PARTS","VACUUM_REPLACEMENT_MOTORS","69","8875","0,007","0,133"
"VEHICLE PARTS & ACCESSORIES","ACC VEHICULAR MULTIMEDIA","VEHICULAR AUDIO","VEHICULAR SPEAKERS","VEHICLE_COMPRESSION_DRIVERS","106","8859","0,007","0,106"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","PLUMBING","PIPES AND TUBES","HYDRAULIC_CONNECTING_COUPLERS_AND_ELBOWS","369","8856","0,007","0,044"
"CONSTRUCTION & INDUSTRY","TOOLS","MEASURING TOOLS","OTHER MEASURING TOOLS","WATER_FLOW_SENSORS","42","8843","0,007","0,044"
"T & B","TOYS AND GAMES","SUMMER TOYS & POOLS","INFLATABLE POOLS","INFLATABLE_POOLS","114","8841","0,007","0,237"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS LIGHTING","VEHICLE_INTERIOR_LIGHTS","153","8838","0,007","0,106"
"CONSTRUCTION & INDUSTRY","INDUSTRY","TEXTIL INDUSTRY","TEXTIL INDUSTRY","FOOTWEAR_LASTS","127","8838","0,007","0,044"
"HEALTH","HEALTH GOODS","HEALTH PROFESSIONAL","DENTAL SPECIALIZED EQUIPMENT","TEETH_WHITENING_KITS","165","8826","0,007","0,106"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","BATHROOM & KITCHEN CONSTRUCTION","VANITIES & CABINETS","BATHROOM_VANITIES","90","8812","0,007","0,044"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","ELECTRICAL","BALLASTS & INVERTERS","ELECTRICAL_BALLASTS","278","8811","0,007","0,044"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PERIPHERALS ACCESSORIES","PC ACCESSORIES","3D_PENS","189","8806","0,007","0,03"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","FOOD STORAGE","EGG_HOLDERS_AND_CUPS","283","8799","0,007","0,078"
"HEALTH","HEALTH GOODS","HEALTH PROFESSIONAL","MEDICAL SPECIALIZED EQUIPMENT","EXTERNAL_DEFIBRILLATORS","9","8793","0,007","0,106"
"VEHICLE PARTS & ACCESSORIES","ACC MOTORCYCLES","MOTORCYCLE ACCESSORIES","MOTORCYCLE ACCESSORIES EXTERIOR","MOTORCYCLE_CASES","84","8790","0,007","0,105"
"CONSTRUCTION & INDUSTRY","TOOLS","MEASURING TOOLS","ELECTRICITY","OSCILLOSCOPES","32","8788","0,007","0,044"
"SPORTS","CYCLING AND OTHERS","OTHERS","SCOOTERS","SCOOTER_TIRES","65","8772","0,007","0,246"
"ENTERTAINMENT","MUSICAL INSTRUMENTS","PERCUSION INSTRUMENTS","DRUMS & ACCESSORIES","DRUMSTICKS_MALLETS_AND_DRUM_BRUSHES","151","8753","0,007","0,357"
"TECHNOLOGY","IT APPLIANCES","PRINTERS PARTS & ACCESSORIES","PRINTERS PARTS","PRINTER_SUPPLIES_KITS","103","8747","0,007","0,03"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS ELECTRONICS","VEHICLE_VOLTAGE_REGULATORS","73","8740","0,007","0,104"
"HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","PHYSICAL MEDIAS & HARDWARE FOR AUDIO & VIDEO","PHYSICAL MEDIAS & HARDWARE FOR AUDIO & VIDEO","CD_AND_DVD_PLAYERS","49","8728","0,007","0,131"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","DOOR, WINDOW & FENCES","PERIMETER SECURITY","BIRD_SPIKES","100","8723","0,007","0,044"
"CONSTRUCTION & INDUSTRY","TOOLS","MANUAL TOOLS","PLIERS","LINEMAN_PLIERS","196","8718","0,007","0,044"
"HEALTH","HEALTH GOODS","HEALTH PROFESSIONAL","ORTHOPEDIC SPECIALIZED EQUIPMENT","ORTHOPEDIC_WRIST_BRACES","341","8714","0,007","0,105"
"CONSTRUCTION & INDUSTRY","TOOLS","MEASURING TOOLS","AMBIENT","WATER_QUALITY_MEASUREMENT_TESTERS","135","8711","0,007","0,044"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","TABLETOP","DINNERWARE","BUTTER_DISHES","162","8677","0,007","0,077"
"CPG","FOODS","GROCERIES","OTHER GROCERIES","EDIBLE_SEAWEEDS","156","8673","0,007","0,072"
"CONSTRUCTION & INDUSTRY","TOOLS","MEASURING TOOLS","PRESSURE","MANIFOLD_GAUGE_KITS","79","8671","0,007","0,043"
"HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","PHYSICAL MEDIAS & HARDWARE FOR AUDIO & VIDEO","PHYSICAL MEDIAS & HARDWARE FOR AUDIO & VIDEO","DIGITAL_PORTABLE_MEDIA_PLAYER_COVERS_AND_BAGS","122","8666","0,007","0,13"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PERIPHERALS ACCESSORIES","CLEANING","COMPUTER_VACUUM_CLEANERS","140","8658","0,007","0,03"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_BUMPER_GRILLES","105","8644","0,007","0,103"
"HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","PHYSICAL MEDIAS & HARDWARE FOR AUDIO & VIDEO","PHYSICAL MEDIAS & HARDWARE FOR AUDIO & VIDEO","DVD_RECORDERS","198","8642","0,007","0,13"
"TECHNOLOGY","CAMERAS & DRONES","CAMERA ACCESSORIES","PHOTO FILMS","PHOTOGRAPHIC_FILM_ROLLS","68","8631","0,007","0,029"
"HOME ELECTRONICS","SMALL APPLIANCES","KITCHEN","MEAL & DRINK MAKERS","ELECTRIC_WAFFLE_MAKERS","132","8610","0,007","0,129"
"CPG","FOODS","FRESH FOOD","OTHER FRESH FOOD","COOKING_CREAMS","974","8606","0,007","0,071"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","PREP, GADGETS AND ACC","COLANDERS","283","8603","0,007","0,076"
"SPORTS","OTHER MAINSTREAM SPORTS","BASKETBALL","BASKETBALL","BASKETBALL_BALLS","94","8594","0,007","0,241"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS STEERING & SUSPENSION","VEHICLE_AXLE_TIP_MOUNTS","28","8590","0,007","0,103"
"TECHNOLOGY","CONSOLE GAMING HARDWARE","GAMES ACCESSORIES","GAME PARTS","GAME_CONSOLE_POWER_SUPPLIES","186","8586","0,007","0,029"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","PAINTING","TEXTURE COATING","TEXTURE_COATINGS","76","8571","0,007","0,043"
"CPG","PET","PET ACCESSORIES","OTHER ACCESSORIES","LIQUIDS_AND_GELS_PET_REPELLENTS","238","8531","0,007","0,071"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_INTERIOR_REARVIEW_MIRRORS","134","8523","0,007","0,102"
"HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","AUDIO","AUDIO DEVICES","MEGAPHONES","109","8504","0,007","0,128"
"OTHERS","ANTIQUES & HOBBIES","ANTIQUES & HOBBIES","ANTIQUES & HOBBIES","ANTIQUE_KNIVES","52","8503","0,007","1,521"
"HOME ELECTRONICS","LARGE APPLIANCES","BUILT IN","RANGES, OVENS & COOKTOPS","STOVE_BURNERS","202","8497","0,007","0,128"
"CPG","PET","PET HOUSES, TOYS & FASHION","PET TOYS","STUFFED_PET_TOYS","260","8495","0,007","0,07"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","FOOD STORAGE","BAG_DISPENSERS","268","8458","0,007","0,075"
"T & B","TOYS AND GAMES","ART & CRAFT","ART & CRAFT KITS PRODUCTS","SLIME_MAKING_KITS","144","8457","0,007","0,227"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PARTS COMPONENTS","PC COMPONENTS","LED_CHIPS","219","8452","0,007","0,029"
"HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","ELECTRONIC, TOOLS & COMPONENTS","ELECTRONIC COMPONENTS","MICROCONTROLLERS","91","8442","0,007","0,127"
"T & B","TOYS AND GAMES","BOARD AND CARD GAMES","PUZZLE","PUZZLE_CUBES","260","8439","0,007","0,226"
"SPORTS","WATER SPORTS","DIVING","DIVING","DIVING_MASKS","122","8434","0,007","0,237"
"FASHION","APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","SARONGS","243","8426","0,007","0,067"
"VEHICLE PARTS & ACCESSORIES","ACC NAUTICAL VEHICLES","NAUTICAL EQUIPMENT","NAUTICAL EQUIPMENT SECURITY","LIFE_JACKETS","131","8423","0,007","0,101"
"HOME ELECTRONICS","TELEVISIONS & STREAMING DEVICES","TELEVISIONS ACCESSORIES","TELEVISIONS ACCESSORIES","REMOTE_CONTROL_HOLDERS","398","8407","0,007","0,126"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_CANISTER_PURGE_VALVES","89","8398","0,007","0,1"
"CONSTRUCTION & INDUSTRY","TOOLS","MANUAL TOOLS","CUTTING AND ROUGHING","HAND_FILES","164","8395","0,007","0,042"
"TECHNOLOGY","CONSOLE GAMING HARDWARE","GAMES ACCESSORIES","GAMES ACCESSORIES","VIDEO_PLAYER_AND_GAME_CONSOLE_STANDS","234","8385","0,007","0,029"
"SPORTS","CYCLING AND OTHERS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLE_HUBS","68","8382","0,007","0,235"
"CONSTRUCTION & INDUSTRY","INDUSTRY","GASTRONOMY & HOSPITALITY","GASTRONOMY & HOSPITALITY","CUP_DISPENSERS","209","8374","0,007","0,042"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","PREP, GADGETS AND ACC","KITCHEN_TIMERS","228","8372","0,007","0,074"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","TABLETOP","SERVEWARE","TRIVETS","191","8361","0,007","0,074"
"TECHNOLOGY","IT APPLIANCES","CONNECTIVITY & NETWORKS","NETWORK CABLES & ACCESSORIES","NETWORK_CABLE_TESTERS","81","8359","0,006","0,029"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS ENGINE","VEHICLE_DRIVE_BELTS","39","8295","0,006","0,099"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS ELECTRONICS","VEHICLE_ENGINE_CAMSHAFT_SENSORS","54","8287","0,006","0,099"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","BREW","MATE_KITS","81","8284","0,006","0,073"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","COOKWARE","RAMEKINS","122","8279","0,006","0,073"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS TRANSMISSION","VEHICLE_MANUAL_TRANSMISSION_SHIFT_CABLES","97","8278","0,006","0,099"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","PREP, GADGETS AND ACC","LADLES","226","8277","0,006","0,073"
"HEALTH","HEALTH GOODS","HEALTH PROFESSIONAL","ORTHOPEDIC SPECIALIZED EQUIPMENT","HEEL_CUPS","341","8266","0,006","0,099"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_PEDALS_ASSEMBLY","81","8263","0,006","0,099"
"FURNISHING & HOUSEWARE","DECOR","CHRISTMAS DECOR","CHRISTMAS DECOR","CHRISTMAS_TREE_ORNAMENTS","183","8257","0,006","0,073"
"ENTERTAINMENT","MUSICAL INSTRUMENTS","PERCUSION INSTRUMENTS","DRUMS & ACCESSORIES","DRUMHEADS","98","8255","0,006","0,337"
"TECHNOLOGY","SMARTPHONES & TABLETS","SMARTPHONES PARTS & ACCESSORIES","SMARTPHONES PARTS","CELLPHONE_CAMERA_PROTECTORS","410","8239","0,006","0,028"
"FURNISHING & HOUSEWARE","HABERDASHERY","HABERDASHERY","HABERDASHERY","HABERDASHERY_BUTTONS","340","8224","0,006","0,073"
"OTHERS","OTHER","OTHER","OTHER","HUMIDORS","65","8215","0,006","1,47"
"CONSTRUCTION & INDUSTRY","TOOLS","TOOL ACCESSORIES","OTHER TOOLS ACC","CARBON_BRUSHES","266","8209","0,006","0,041"
"VEHICLE PARTS & ACCESSORIES","ACC AGRO VEHICLES & EQUIPMENT","LIVESTOCK","LIVESTOCK","ANIMAL_CREAMS","134","8205","0,006","0,098"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","CONSTRUCTION MATERIALS","ADHESIVES AND SEALANTS","EXPANDING_FOAMS","195","8175","0,006","0,041"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","OTHER_VEHICLE_WATER_RADIATORS","30","8158","0,006","0,097"
"CPG","CPG PERSONAL CARE","CPG BODY CARE","OTHERS PERSONAL HYGIENE","COTTON_SWABS","467","8140","0,006","0,067"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS LIGHTING","VEHICLE_TAIL_LIGHT_LENSES","97","8139","0,006","0,097"
"CONSTRUCTION & INDUSTRY","TOOLS","MANUAL TOOLS","PLIERS","PLIER_KITS","174","8125","0,006","0,041"
"CONSTRUCTION & INDUSTRY","TOOLS","MANUAL TOOLS","MANUAL TOOLS FIXING","CAULK_GUNS","193","8117","0,006","0,041"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS CLIMATIZATION","VEHICLE_AC_CONTROL_PANELS","48","8111","0,006","0,097"
"VEHICLE PARTS & ACCESSORIES","ACC MOTORCYCLES","MOTORCYCLE ACCESSORIES","MOTORCYCLE ACCESSORIES EXTERIOR","MOTORCYCLE_HANDGUARDS","55","8107","0,006","0,097"
"CONSTRUCTION & INDUSTRY","INDUSTRY","PACKAGING","PACKAGING","MANUAL_STRAPPING_AND_TENSIONERS","37","8091","0,006","0,04"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS INJECTION","VEHICLE_EGR_VALVES","24","8087","0,006","0,097"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_ENGINE_INTAKE_MANIFOLDS","68","8074","0,006","0,096"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS EXHAUST","VEHICLE_EXHAUST_TIPS","132","8070","0,006","0,096"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","FLOORING & COATING","BASEBOARDS & MOULDING","MOULDINGS","128","8065","0,006","0,04"
"SPORTS","INDOOR SPORTS","BOXING AND MARTIAL ARTS","BAGS AND ACCESORIES","MARTIAL_ARTS_AND_BOXING_EQUIPMENT","161","8064","0,006","0,226"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS BRAKES","VEHICLE_BRAKE_BOOSTERS","61","8054","0,006","0,096"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS ACCESSORIES","CARS & VANS ACCESSORIES EXTERIOR","VEHICLE_LED_LIGHT_BARS","132","8047","0,006","0,096"
"HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","PHYSICAL MEDIAS & HARDWARE FOR AUDIO & VIDEO","PHYSICAL MEDIAS & HARDWARE FOR AUDIO & VIDEO","DIGITAL_PORTABLE_MEDIA_PLAYER_BATTERIES","146","8043","0,006","0,121"
"VEHICLE PARTS & ACCESSORIES","ACC TIRES","OTHER ACC TIRES","OTHER ACC TIRES","VEHICLE_TIRE_VALVES","306","8042","0,006","0,096"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","FLOORING & COATING","OTHERS FLOORS & COATING","FLOORS_WALLS_AND_APERTURES","120","8038","0,006","0,04"
"CPG","PET","PET ACCESSORIES","OTHER ACCESSORIES","PET_SANITARY_BOXES","152","8037","0,006","0,067"
"CONSTRUCTION & INDUSTRY","INDUSTRY","ADVERTISEMENT & GRAPHIC DESIGN","ADVERTISEMENT & GRAPHIC DESIGN","BROCHURES","118","8007","0,006","0,04"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_EXHAUSTS","37","8006","0,006","0,096"
"HEALTH","HEALTH GOODS","EROTIC","BDSM PRODUCTS","BUTT_PLUGS","171","7997","0,006","0,096"
"CPG","CPG PERSONAL CARE","CPG BABY CARE","BABY HYGIENE","BABY_COLOGNES","147","7992","0,006","0,066"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_DOOR_HINGES","102","7989","0,006","0,095"
"T & B","TOYS AND GAMES","LIFELIKE TOYS","LIFELIKE TOYS","BATH_TOYS","202","7978","0,006","0,214"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_HOOD_LOCKS","101","7967","0,006","0,095"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PERIPHERALS ACCESSORIES","NOTEBOOK ACCESSORIES","LAPTOP_SCREEN_PROTECTORS","158","7961","0,006","0,027"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","CONSTRUCTION MATERIALS","CONSTRUCTION MATERIALS FIXING","HARDWARE_NUTS","335","7961","0,006","0,04"
"T & B","TOYS AND GAMES","ELECTRONIC TOYS","LAPTOPS & CELLPHONES","TOY_CELLPHONES","114","7959","0,006","0,213"
"T & B","TOYS AND GAMES","LIFELIKE TOYS","KITCHEN TOYS","TOY_KITCHEN_UTENSILS_KITS","112","7954","0,006","0,213"
"SPORTS","INDOOR SPORTS","GYM","GYM ACCESORIES","JUMP_ROPES","275","7944","0,006","0,223"
"CONSTRUCTION & INDUSTRY","INDUSTRY","PACKAGING","PACKAGING","PALLETS","152","7915","0,006","0,04"
"CONSTRUCTION & INDUSTRY","TOOLS","BOXES AND ORGANIZERS","BOXES","TOOL_ORGANIZERS_AND_STORAGE_CONTAINERS","185","7910","0,006","0,04"
"CONSTRUCTION & INDUSTRY","TOOLS","MEASURING TOOLS","OTHER MEASURING TOOLS","MECHANICAL_TALLY_COUNTERS","122","7909","0,006","0,04"
"CPG","PET","PET HOUSES, TOYS & FASHION","PET HOUSE EQUIPMENT","AQUARIUM_THERMOSTATS","106","7895","0,006","0,065"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PERIPHERALS ACCESSORIES","HUBS USB","COMPUTER_AND_TV_FLEX_CABLES","199","7874","0,006","0,027"
"BEAUTY","MAKEUP","EYES MAKEUP","EYES MAKEUP","EYEBROW_MASCARAS","241","7867","0,006","0,082"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","FOOD STORAGE","TEA_STORAGE_CHESTS","184","7866","0,006","0,07"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","GRILLS & OUTDOOR COOKING","OUTDOOR COOK ACC","ROASTING_STICKS","130","7864","0,006","0,07"
"TECHNOLOGY","IT APPLIANCES","PROJECTOR ACCESSORIES & PARTS","PROJECTOR ACCESSORIES & PARTS","PROJECTOR_MOUNTS","143","7856","0,006","0,027"
"SPORTS","OTHER SPORTS","SPORTS SHOOTING AND ARCHERY","SHOOTING","GUN_AMMUNITION_MAGAZINES","77","7855","0,006","0,221"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","FAUCETS","SHOWER HEADS","SHOWER_COLUMN_SYSTEMS","129","7854","0,006","0,039"
"TECHNOLOGY","SMARTPHONES & TABLETS","SMARTPHONES PARTS & ACCESSORIES","SMARTPHONES ACCESSORIES","EXTERNAL_CELLPHONE_CAMERA_LENSES","151","7837","0,006","0,027"
"CONSTRUCTION & INDUSTRY","TOOLS","BOXES AND ORGANIZERS","ORGANIZERS","TOOL_POUCHES","162","7834","0,006","0,039"
"CONSTRUCTION & INDUSTRY","INDUSTRY","TEXTIL INDUSTRY","TEXTIL INDUSTRY","ELECTRIC_FABRIC_CUTTERS","85","7825","0,006","0,039"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_DRUM_BRAKE_SHOES","190","7824","0,006","0,093"
"CONSTRUCTION & INDUSTRY","TOOLS","POWER TOOLS","OTHER POWER TOOLS","ELECTRIC_TOOL_ARMATURES","105","7824","0,006","0,039"
"CONSTRUCTION & INDUSTRY","HOME OUTDOORS","INSECT & PEST CONTROL","INSECT & PEST CONTROL","INSECT_KILLER_LIGHTS","157","7798","0,006","0,039"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS EXTERIOR","VEHICLE_HORNS","164","7796","0,006","0,093"
"OTHERS","OTHER","OTHER","OTHER","LIGHTER_FLUIDS","238","7796","0,006","1,395"
